,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Delon Wright,3,0.0,1,1,0,4,0,25.0,4,0,75.0,4,1,4,5,18:15,2,2,0,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,11.0
Pascal Siakam,0,0.0,2,1,2,4,0,60.0,5,1,0.0,2,3,3,6,20:18,6,1,1,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,16.5
Fred VanVleet,3,66.7,6,0,2,7,4,66.7,9,1,100,3,6,6,19,18:28,13,5,3,2,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,53.5
Norman Powell,0,0.0,1,1,2,1,0,0.0,2,0,0.0,0,0,1,0,11:04,-8,2,0,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,6.0
Lucas Nogueira,0,0.0,2,0,0,1,0,0.0,2,0,0.0,2,0,1,0,6:21,-15,0,0,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,1.0
Alfonzo McKinnie,0,0.0,1,2,0,1,0,50.0,2,0,0.0,0,1,1,2,5:52,-13,0,0,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,1.0
Taurean Prince,0,0.0,0,3,2,2,0,33.3,3,0,0.0,0,1,2,2,13:06,-7,0,0,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,4.0
Ersan Ilyasova,0,0.0,1,1,2,3,0,0.0,4,1,0.0,0,0,2,0,19:48,-20,0,0,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,2.0
Miles Plumlee,2,0.0,0,0,1,5,0,50.0,4,2,50.0,4,2,3,6,19:23,-3,3,3,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,22.5
Kent Bazemore,3,0.0,2,1,2,3,0,45.5,11,1,100,3,5,2,13,26:42,-16,3,1,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,19.5
Dennis Schroder,2,50.0,4,4,5,8,2,42.1,19,3,100,2,8,5,20,27:23,-18,2,0,2,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,35.0
Marco Belinelli,2,0.0,4,0,1,1,0,33.3,9,0,100,2,3,1,8,22:38,-16,1,0,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,11.5
Dewayne Dedmon,0,0.0,0,0,2,1,0,50.0,4,1,0.0,0,2,0,4,18:03,-18,1,0,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,6.5
John Collins,3,0.0,1,1,3,16,0,38.5,13,3,75.0,4,5,13,13,26:20,15,0,4,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,37.0
Malcolm Delaney,0,0.0,1,6,0,3,0,25.0,8,1,0.0,0,2,2,4,13:31,-4,4,0,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,7.0
Mike Muscala,0,100,1,0,1,0,1,50.0,2,0,0.0,0,1,0,3,12:26,-4,1,0,2,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,12.5
Luke Babbitt,0,50.0,6,0,0,2,3,50.0,6,0,0.0,0,3,2,9,16:10,8,1,1,0,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,21.5
Tyler Dorsey,0,100,1,0,1,3,1,33.3,6,0,0.0,0,2,3,5,13:37,-8,0,0,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,13.0
Isaiah Taylor,0,0.0,0,0,1,0,0,60.0,5,0,0.0,2,3,0,6,10:53,16,3,0,1,"JAN 24, 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,13.5
Trevor Ariza,2,35.7,14,0,3,3,5,47.1,17,0,66.7,3,8,3,23,31:53,12,1,0,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,38.5
Ryan Anderson,1,40.0,5,1,1,5,2,33.3,6,1,50.0,2,2,4,7,25:00,20,0,0,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,17.0
Clint Capela,2,0.0,0,2,2,13,0,87.5,8,2,50.0,4,7,11,16,32:33,24,0,2,2,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,37.0
James Harden,1,60.0,10,1,1,5,6,56.3,16,1,50.0,2,9,4,25,32:32,30,13,1,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,65.5
Chris Paul,3,37.5,8,2,3,7,3,25.0,12,0,75.0,4,3,7,12,30:19,7,4,0,2,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,32.0
Eric Gordon,1,57.1,7,2,1,3,4,54.5,11,1,50.0,2,6,2,17,30:16,-9,2,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,28.0
PJ Tucker,0,0.0,0,0,2,5,0,0.0,1,0,0.0,0,0,5,0,19:28,2,0,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,5.0
Tarik Black,1,0.0,0,0,5,1,0,0.0,2,1,25.0,4,0,0,1,12:07,-17,0,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,1.0
Luc Mbah,0,16.7,6,1,1,1,1,14.3,7,1,0.0,0,1,0,3,21:36,-21,0,0,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,8.0
Gerald Green,0,0.0,1,0,0,0,0,0.0,2,0,0.0,2,0,0,0,4:16,-13,0,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,0.0
Nene nan,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,NA
Harrison Barnes,0,0.0,2,1,2,5,0,41.7,12,0,0.0,0,5,5,10,33:22,-20,1,0,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,18.5
Maxi Kleber,0,0.0,1,0,2,1,0,50.0,2,0,0.0,0,1,1,2,8:43,-4,1,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,4.5
Dirk Nowitzki,1,66.7,3,0,0,2,2,28.6,7,0,50.0,2,2,2,7,14:55,-16,1,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,13.5
Wesley Matthews,2,50.0,14,2,2,4,7,55.6,18,0,100,2,10,4,29,38:05,-17,5,1,2,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,59.5
Dennis Smith,4,33.3,3,4,2,2,1,27.3,11,0,80.0,5,3,2,11,30:15,-15,6,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,16.0
Yogi Ferrell,3,80.0,5,1,3,4,4,66.7,9,0,100,3,6,4,19,32:28,8,4,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,33.0
Salah Mejri,0,0.0,0,1,3,10,0,50.0,6,6,0.0,0,3,4,6,14:33,-5,1,1,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,22.5
JJ Barea,0,20.0,5,1,2,7,1,11.1,9,0,0.0,0,1,7,3,26:48,6,4,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,17.0
Kyle Collinsworth,1,0.0,0,0,1,7,0,50.0,2,1,50.0,2,1,6,3,14:50,13,1,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,10.5
Dwight Powell,0,0.0,2,3,4,4,0,25.0,4,2,0.0,2,1,2,2,23:47,6,0,0,1,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,6.0
Johnathan Motley,1,0.0,0,0,0,3,0,100,2,0,50.0,2,2,3,5,2:14,9,0,0,0,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,7.0
Devin Harris,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,NA
Josh McRoberts,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24, 2018",706,38,13,34,19,28,17,22,30,97,104,"Smith""""","Kennedy""""",Smith,HOUSTON,HOU,DAL,NA
Kyle Anderson,0,50.0,2,1,3,3,1,28.6,7,1,0.0,0,2,2,5,27:33,18,1,2,4,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,28.5
Davis Bertans,0,16.7,6,2,0,4,1,45.5,11,2,0.0,0,5,2,11,32:53,16,3,1,1,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,25.5
Pau Gasol,6,0.0,0,2,3,15,0,44.4,9,4,75.0,8,4,11,14,33:29,16,9,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,34.5
Danny Green,4,50.0,4,0,0,8,2,57.1,7,1,100,4,4,7,14,28:30,24,3,2,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,32.5
Dejounte Murray,2,100,1,1,3,4,1,44.4,9,1,100,2,4,3,11,24:26,25,7,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,24.5
Joffrey Lauvergne,0,0.0,0,1,1,8,0,83.3,6,2,0.0,0,5,6,10,18:36,7,1,1,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,21.5
Tony Parker,2,0.0,0,2,4,1,0,41.7,12,0,66.7,3,5,1,12,21:29,-6,4,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,15.0
Patty Mills,2,42.9,7,2,2,0,3,50.0,10,0,100,2,5,0,15,23:33,0,1,0,2,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,24.5
Bryn Forbes,6,50.0,4,1,3,1,2,30.0,10,0,100,6,3,1,14,25:21,7,0,0,2,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,18.0
Darrun Hilliard,0,0.0,0,0,0,0,0,100,1,0,0.0,0,1,0,2,2:05,4,0,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,2.0
Brandon Paul,0,0.0,0,1,0,1,0,0.0,0,0,0.0,0,0,1,0,2:05,4,0,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,0.0
LaMarcus Aldridge,NA,NA,NA,NA,NA,NA,NA,NA,REST,NA,NA,NA,,NA,NA,NWT,NA,NA,NA,NA,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,NA
Manu Ginobili,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,NWT,NA,NA,NA,NA,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,NA
Dillon Brooks,0,0.0,1,1,3,7,0,50.0,10,2,0.0,1,5,5,10,30:04,-22,2,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,19.0
Ivan Rabb,0,0.0,0,2,4,6,0,80.0,5,2,0.0,0,4,4,8,16:30,-3,0,1,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,15.0
Marc Gasol,5,25.0,4,0,2,7,1,46.2,13,1,83.3,6,6,6,18,29:56,-22,1,0,1,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,26.5
Wayne Selden,1,25.0,4,2,4,0,1,11.1,9,0,50.0,2,1,0,4,27:08,-27,2,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,6.0
Andrew Harrison,3,0.0,0,5,1,1,0,60.0,5,0,100,3,3,1,9,27:51,-22,6,1,1,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,17.0
Deyonta Davis,0,0.0,0,1,3,5,0,60.0,10,3,0.0,0,6,2,12,20:37,-3,0,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,16.0
Mario Chalmers,0,0.0,2,3,4,4,0,50.0,8,0,0.0,0,4,4,8,22:30,-9,4,0,1,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,18.0
Myke Henry,0,0.0,4,1,0,3,0,0.0,7,0,0.0,0,0,3,0,21:33,-6,1,2,2,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,15.5
Ben McLemore,2,0.0,1,0,3,3,0,33.3,6,1,100,2,2,2,6,18:08,3,1,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,8.5
Brandan Wright,0,0.0,0,1,0,4,0,50.0,4,0,0.0,0,2,4,4,11:36,-6,1,0,0,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,8.5
Kobi Simmons,0,0.0,2,1,1,1,0,50.0,6,0,0.0,0,3,1,6,14:07,2,1,0,2,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,13.5
James Ennis,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,NA
Jarell Martin,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24, 2018",707,22,29,26,31,21,19,24,21,85,108,"Wood""""","Kirkland""""",Fitzgerald,SAN,SAS,MEM,NA
Nemanja Bjelica,0,33.3,3,0,4,7,1,36.4,11,0,0.0,0,4,7,9,35:36,-8,0,0,2,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,24.0
Taj Gibson,1,0.0,0,1,1,4,0,62.5,8,1,50.0,2,5,3,11,28:30,-16,2,0,1,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,19.0
KarlAnthony Towns,2,50.0,4,1,3,9,2,66.7,9,2,100,2,6,7,16,30:51,-14,1,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,27.5
Andrew Wiggins,0,50.0,4,1,1,2,2,64.7,17,0,0.0,2,11,2,24,31:38,-24,2,1,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,35.0
Jeff Teague,7,0.0,1,2,1,2,0,33.3,12,0,100,7,4,2,15,27:08,-15,3,0,1,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,15.5
Gorgui Dieng,0,0.0,0,0,1,5,0,75.0,4,0,0.0,0,3,5,6,17:09,5,2,1,2,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,23.0
Jamal Crawford,4,50.0,2,1,1,0,1,70.0,10,0,100,4,7,0,19,20:20,-10,5,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,23.5
Tyus Jones,2,0.0,0,0,2,1,0,28.6,7,1,100,2,2,0,6,20:52,6,5,0,1,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,15.5
Marcus GeorgesHunt,0,0.0,2,0,0,0,0,0.0,3,0,0.0,0,0,0,0,19:06,5,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,0.0
Cole Aldrich,1,0.0,0,0,0,2,0,0.0,0,0,50.0,2,0,2,1,3:38,10,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,2.0
Shabazz Muhammad,1,0.0,0,0,0,1,0,100,2,1,100,1,2,0,5,3:38,10,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,5.0
Aaron Brooks,0,0.0,0,0,0,0,0,100,1,0,0.0,0,1,0,2,1:34,6,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,2.0
Jimmy Butler,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,NA
Evan Turner,1,0.0,1,0,0,0,0,66.7,6,0,50.0,2,4,0,9,25:41,12,6,0,2,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,23.0
AlFarouq Aminu,0,75.0,4,2,0,7,3,66.7,9,0,0.0,0,6,7,15,26:18,11,0,0,2,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,32.0
Jusuf Nurkic,2,0.0,0,1,4,3,0,33.3,6,0,100,2,2,3,6,20:15,3,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,6.0
CJ McCollum,0,80.0,5,0,0,3,4,60.0,20,0,0.0,2,12,3,28,35:25,19,5,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,46.5
Damian Lillard,7,54.5,11,0,2,4,6,52.9,17,1,100,7,9,3,31,32:13,11,6,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,49.0
Shabazz Napier,1,0.0,3,3,1,1,0,14.3,7,0,100,1,1,1,3,22:38,0,3,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,4.5
Pat Connaughton,0,66.7,3,1,3,3,2,55.6,9,1,0.0,0,5,2,12,22:35,9,2,1,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,24.0
Ed Davis,5,0.0,0,0,2,10,0,100,3,4,71.4,7,3,6,11,24:59,14,2,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,19.0
Zach Collins,0,66.7,3,1,1,5,2,75.0,4,0,0.0,0,3,5,8,18:56,6,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,16.0
Jake Layman,0,0.0,1,0,1,0,0,0.0,1,0,0.0,0,0,0,0,2:45,-10,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,0.0
Meyers Leonard,0,0.0,0,1,0,1,0,0.0,0,0,0.0,0,0,1,0,2:45,-10,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,0.0
Noah Vonleh,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0,0,0,2:45,-10,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,-1.0
Maurice Harkless,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,2:45,-10,0,0,0,"JAN 24, 2018",708,29,25,30,30,25,29,43,26,123,114,"Spooner""""","Barnaky""""",Petraitis,PORTLAND,MIN,POR,0.0
Jayson Tatum,2,50.0,4,1,2,6,2,43.8,16,1,100,2,7,5,18,33:30,6,3,0,1,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,32.5
Marcus Morris,2,33.3,9,3,4,2,3,38.5,13,2,100,2,5,0,15,27:42,-1,2,0,1,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,24.0
Aron Baynes,0,0.0,0,1,5,6,0,75.0,8,1,0.0,0,6,5,12,24:43,3,1,0,0,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,18.5
Jaylen Brown,5,0.0,3,4,4,8,0,20.0,10,2,83.3,6,2,6,9,28:29,6,2,0,2,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,17.0
Kyrie Irving,4,25.0,8,1,0,8,2,43.8,16,0,100,4,7,8,20,28:17,2,7,0,1,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,40.5
Semi Ojeleye,0,66.7,3,1,5,5,2,60.0,5,2,0.0,0,3,3,8,17:33,8,0,0,1,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,19.0
Terry Rozier,6,25.0,4,0,1,3,1,40.0,10,1,100,6,4,2,15,23:59,19,4,0,2,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,26.0
Shane Larkin,0,25.0,4,2,1,0,1,22.2,9,0,0.0,0,2,0,5,23:17,3,4,1,0,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,14.0
Daniel Theis,2,66.7,3,0,5,8,2,50.0,4,1,100,2,2,7,8,23:08,10,2,2,1,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,30.0
Abdel Nader,0,50.0,2,0,1,1,1,50.0,2,0,0.0,0,1,1,3,7:17,4,0,0,0,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,6.0
Jarell Eddie,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2:04,-5,0,0,1,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,3.0
Al Horford,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 24, 2018",709,25,37,29,22,22,33,22,25,102,113,"Mott""""","Wall""""",Wright,BOSTON,BOS,LAC,NA
