,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Tyler Dorsey,0,100,1,0,2,3,1,50.0,2,0,0.0,0,1,3,3,12:46,6,0,0,0,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,8.0
Mike Muscala,4,66.7,3,2,5,3,2,66.7,6,0,80.0,5,4,3,14,13:57,0,2,1,0,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,21.0
Luke Babbitt,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,NA
Michael KiddGilchrist,3,0.0,0,0,2,5,0,57.1,14,2,100,3,8,3,19,29:54,22,2,0,2,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,30.0
Marvin Williams,0,60.0,5,0,2,7,3,66.7,6,1,0.0,0,4,6,11,24:47,15,3,0,1,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,31.5
Dwight Howard,10,0.0,0,4,5,15,0,57.1,7,5,71.4,14,4,10,18,34:18,15,3,7,1,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,47.5
Nicolas Batum,4,42.9,7,2,4,4,3,60.0,10,0,100,4,6,4,19,28:14,14,8,0,1,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,38.0
Kemba Walker,4,50.0,10,4,1,4,5,45.5,22,2,100,4,10,2,29,35:27,28,4,0,3,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,50.0
Frank Kaminsky,0,16.7,6,1,2,3,1,12.5,8,0,0.0,0,1,3,3,26:06,-9,1,0,2,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,14.5
Jeremy Lamb,6,0.0,2,0,4,1,0,27.3,11,0,100,6,3,1,12,22:55,-4,2,0,0,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,10.0
Michael CarterWilliams,0,0.0,1,0,0,2,0,40.0,5,1,0.0,0,2,1,4,16:14,-13,2,1,2,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,18.0
Treveon Graham,0,0.0,1,0,3,2,0,0.0,2,0,0.0,0,0,2,0,11:16,-14,0,0,1,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,5.0
Johnny OBryant,1,50.0,2,0,2,0,1,66.7,3,0,100,1,2,0,6,10:49,1,0,0,0,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,7.0
Dwayne Bacon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,NA
Malik Monk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,NA
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",714,26,26,34,24,30,31,29,31,121,110,"Phillips""""","Lane""""",Acosta,CHARLOTTE,ATL,CHA,NA
Bojan Bogdanovic,1,16.7,6,0,3,2,1,30.8,13,0,100,1,4,2,10,26:54,-2,4,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,22.0
Thaddeus Young,2,0.0,2,3,2,5,0,44.4,9,1,100,2,4,4,10,33:11,-17,1,0,3,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,20.5
Domantas Sabonis,2,100,1,4,1,11,1,70.0,10,2,100,2,7,9,17,35:38,-4,2,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,30.0
Victor Oladipo,3,40.0,10,4,2,6,4,47.4,19,1,75.0,4,9,5,25,38:04,-13,7,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,45.5
Darren Collison,0,60.0,5,2,1,2,3,53.3,15,1,0.0,0,8,1,19,36:25,8,7,1,6,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,56.5
Lance Stephenson,1,50.0,4,3,3,3,2,57.1,7,0,50.0,2,4,3,11,22:38,4,2,0,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,17.0
Al Jefferson,0,0.0,0,0,1,3,0,37.5,8,1,0.0,0,3,2,6,12:22,-3,0,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,12.0
Cory Joseph,0,66.7,3,0,1,3,2,42.9,7,1,0.0,0,3,2,8,20:28,-2,3,0,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,19.5
Alex Poythress,0,0.0,0,0,0,2,0,50.0,2,1,0.0,0,1,1,2,9:09,-5,1,0,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,5.5
Joe Young,0,0.0,0,0,1,0,0,0.0,1,0,0.0,0,0,0,0,5:12,-1,0,0,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,0.0
Ike Anigbogu,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,NA
Ben Moore,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,NA
LeBron James,4,0.0,2,11,0,10,0,64.7,17,0,80.0,5,11,10,26,39:55,12,11,1,4,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,52.5
Kevin Love,0,33.3,6,1,2,13,2,50.0,8,2,0.0,0,4,11,10,32:32,12,3,0,2,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,36.5
Tristan Thompson,0,0.0,0,1,2,10,0,71.4,7,3,0.0,0,5,7,10,31:19,13,1,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,23.5
JR Smith,0,53.8,13,1,3,0,7,53.3,15,0,0.0,0,8,0,23,37:18,14,0,0,4,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,48.0
Isaiah Thomas,0,25.0,8,5,0,2,2,38.5,13,0,0.0,0,5,2,12,29:16,2,5,1,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,23.5
Derrick Rose,0,66.7,3,1,0,2,2,75.0,8,0,0.0,0,6,2,14,15:01,12,2,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,25.0
Channing Frye,0,0.0,2,0,1,1,0,50.0,4,0,0.0,0,2,1,4,13:22,-5,1,1,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,9.5
Jae Crowder,3,0.0,2,0,1,3,0,0.0,3,1,75.0,4,0,2,3,16:06,-11,1,0,1,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,7.5
Jeff Green,1,0.0,0,0,0,2,0,83.3,6,2,50.0,2,5,0,11,13:34,-5,2,1,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,18.0
Kyle Korver,2,0.0,1,0,2,1,0,0.0,1,0,100,2,0,1,2,11:31,-7,1,0,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,2.5
Cedi Osman,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0:07,-2,0,0,0,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,0.0
Jose Calderon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,NA
Iman Shumpert,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",715,31,29,20,28,38,35,24,18,115,108,"Mauer""""","Wood""""",Zielinski,CLEVELAND,IND,CLE,NA
Joe Ingles,0,60.0,5,3,5,4,3,57.1,7,0,0.0,0,4,4,11,31:34,8,2,0,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,24.0
Derrick Favors,0,0.0,0,1,3,9,0,55.6,9,3,0.0,2,5,6,10,27:02,-1,1,1,2,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,28.5
Rudy Gobert,4,0.0,0,3,1,15,0,53.8,13,5,80.0,5,7,10,18,31:18,2,3,2,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,39.5
Donovan Mitchell,4,57.1,7,1,0,2,4,45.0,20,0,66.7,6,9,2,26,37:17,11,2,0,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,34.0
Ricky Rubio,2,66.7,3,3,2,6,2,45.5,11,0,100,2,5,6,14,31:09,4,6,0,2,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,34.0
Jonas Jerebko,1,0.0,1,0,2,2,0,25.0,8,1,50.0,2,2,1,5,17:47,4,2,1,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,12.0
Alec Burks,2,50.0,2,1,0,3,1,25.0,4,0,100,2,1,3,5,17:29,0,1,0,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,8.5
Royce ONeale,2,0.0,1,0,1,2,0,33.3,3,0,100,2,1,2,4,16:31,-2,1,1,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,8.5
Raul Neto,0,0.0,0,1,1,1,0,0.0,4,1,0.0,0,0,0,0,10:05,-7,2,0,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,3.0
Joe Johnson,0,0.0,2,0,1,3,0,25.0,8,0,0.0,0,2,3,4,19:48,1,0,0,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,10.0
Rodney Hood,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,NA
Ekpe Udoh,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,NA
OG Anunoby,1,0.0,1,1,0,2,0,66.7,3,1,50.0,2,2,1,5,17:20,-1,0,1,3,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,17.0
Serge Ibaka,1,20.0,5,1,3,10,1,40.0,10,1,50.0,2,4,9,10,29:42,-9,0,1,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,23.0
Jonas Valanciunas,2,100,2,1,5,14,2,75.0,16,5,100,2,12,9,28,27:18,4,2,4,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,61.0
DeMar DeRozan,5,0.0,1,2,1,6,0,31.8,22,3,71.4,7,7,3,19,37:03,-7,8,0,2,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,36.0
Kyle Lowry,1,0.0,6,5,3,1,0,14.3,14,0,50.0,2,2,1,5,35:03,-6,7,1,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,16.5
CJ Miles,0,33.3,6,0,1,2,2,50.0,8,0,0.0,0,4,2,10,17:10,2,0,1,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,22.0
Jakob Poeltl,2,0.0,0,0,0,6,0,16.7,6,4,100,2,1,2,4,20:38,-6,0,5,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,23.0
Delon Wright,0,50.0,2,0,1,6,1,33.3,6,1,0.0,0,2,5,5,19:10,-2,3,0,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,20.5
Pascal Siakam,0,0.0,1,1,2,3,0,50.0,4,1,0.0,0,2,2,4,18:17,5,1,0,1,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,10.5
Fred VanVleet,0,33.3,3,0,2,2,1,16.7,6,0,0.0,0,1,2,3,18:19,0,2,0,0,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,10.0
Alfonzo McKinnie,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,NA
Lucas Nogueira,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,NA
Norman Powell,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",716,30,15,30,22,24,24,21,24,93,97,"Callahan""""","Forte""""",Goble,UTAH,UTA,TOR,NA
Brandon Ingram,5,0.0,3,3,5,9,0,55.6,18,2,62.5,8,10,7,25,33:21,22,5,0,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,36.5
Julius Randle,4,0.0,1,1,3,6,0,55.6,9,2,80.0,5,5,4,14,27:31,8,3,0,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,22.5
Brook Lopez,2,33.3,3,1,4,6,1,53.8,13,3,100,2,7,3,17,19:36,19,1,2,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,29.5
Kentavious CaldwellPope,0,33.3,3,0,3,7,1,28.6,7,3,0.0,0,2,4,5,23:30,6,2,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,17.0
Tyler Ennis,0,0.0,1,0,2,3,0,42.9,7,0,0.0,0,3,3,6,14:26,5,1,0,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,13.5
Jordan Clarkson,6,20.0,5,0,1,2,1,40.0,15,0,100,6,6,2,19,30:07,4,4,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,23.0
Kyle Kuzma,0,20.0,5,1,1,2,1,33.3,12,0,0.0,0,4,2,9,27:23,-12,2,1,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,21.0
Alex Caruso,2,0.0,0,2,2,4,0,75.0,4,0,66.7,3,3,4,8,19:46,-5,3,0,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,15.5
Larry Nance,0,0.0,1,1,2,6,0,0.0,4,0,0.0,0,0,6,0,21:30,-5,1,0,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,9.5
Josh Hart,2,50.0,2,0,0,3,1,50.0,2,0,50.0,4,1,3,5,22:50,-17,1,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,9.5
Corey Brewer,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,NA
Nigel Hayes,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,NA
Justin Holiday,2,33.3,3,2,4,4,1,25.0,8,1,50.0,4,2,3,7,34:44,1,2,0,1,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,15.0
Lauri Markkanen,2,50.0,6,2,2,11,3,30.0,10,2,100,2,3,9,11,30:51,-15,0,3,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,33.0
Robin Lopez,0,0.0,0,3,1,4,0,44.4,9,4,0.0,0,4,0,8,19:23,-21,1,1,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,13.5
Zach LaVine,2,25.0,8,1,4,3,2,17.6,17,0,50.0,4,3,3,10,25:45,-8,1,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,15.5
Jerian Grant,4,100,1,0,3,1,1,33.3,6,1,66.7,6,2,0,9,30:23,-5,8,0,2,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,26.0
Denzel Valentine,0,66.7,6,2,5,11,4,54.5,11,1,0.0,0,6,10,16,30:04,-9,4,1,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,42.0
David Nwaba,0,0.0,0,1,4,5,0,66.7,6,2,0.0,2,4,3,8,19:25,1,1,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,13.5
Nikola Mirotic,4,44.4,9,1,1,4,4,38.5,13,0,100,4,5,4,18,23:50,7,3,2,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,35.5
Ryan Arcidiacono,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0,3:39,5,0,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,1.0
Bobby Portis,2,66.7,3,1,1,9,2,46.2,13,5,100,2,6,4,16,21:56,19,1,0,0,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,27.5
Cristiano Felicio,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,NA
Quincy Pondexter,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,NA
Paul Zipser,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",717,32,30,22,24,25,32,15,31,103,108,"Smith""""","Spooner""""",Nansel,LOS,LAL,CHI,NA
Wesley Johnson,1,0.0,3,2,2,5,0,16.7,6,0,50.0,2,1,5,3,36:46,5,0,3,6,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,32.0
Blake Griffin,1,60.0,5,2,1,8,3,41.7,12,0,50.0,2,5,8,14,36:37,10,5,0,2,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,38.5
DeAndre Jordan,3,0.0,0,2,4,9,0,75.0,8,1,75.0,4,6,8,15,30:20,5,1,0,1,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,23.5
Tyrone Wallace,0,0.0,1,1,4,4,0,20.0,10,2,0.0,0,2,2,4,32:32,10,3,0,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,11.5
Milos Teodosic,1,37.5,8,1,3,1,3,46.7,15,0,100,1,7,1,18,27:50,-6,4,0,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,29.0
Lou Williams,12,40.0,10,2,1,2,4,63.2,19,0,85.7,14,12,2,40,34:02,19,10,1,4,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,66.0
Montrezl Harrell,0,0.0,0,0,3,5,0,83.3,6,0,0.0,0,5,5,10,17:40,4,0,1,1,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,21.0
Sam Dekker,0,0.0,0,0,1,1,0,33.3,3,0,0.0,2,1,1,2,11:23,-1,0,0,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,3.0
Sindarius Thornwell,3,0.0,0,0,1,1,0,0.0,1,0,75.0,4,0,1,3,12:50,-1,0,1,1,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,7.0
Danilo Gallinari,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,NA
Willie Reed,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,NA
Dillon Brooks,2,50.0,2,2,2,3,1,60.0,10,0,100,2,6,3,15,34:45,-2,2,0,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,19.0
Jarell Martin,1,0.0,1,3,5,6,0,72.7,11,1,100,1,8,5,17,23:29,5,1,0,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,20.5
Marc Gasol,1,28.6,7,2,3,12,2,35.7,14,1,100,1,5,11,13,36:32,-6,10,5,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,56.0
Wayne Selden,0,0.0,3,2,2,3,0,33.3,6,0,0.0,0,2,3,4,29:34,-7,3,0,0,"JAN 26, 2018",718,24,34,25,26,20,30,26,24,100,109,"Kennedy""""","Brown""""",Maddox,LA,LAC,MEM,9.5
