+/-,1st Qtr A,1st Qtr H,2nd Qtr A,2nd Qtr H,3P%,3PA,3PM,3rd Qtr A,3rd Qtr H,4th Qtr A,4th Qtr H,AST,Away,BLK,DREB,FG%,FGA,FGM,FT%,FTA,FTM,Fantasy Score,Game,Home,MIN,OREB,PF,PTS,REB,Ref1,Ref2,Ref3,STL,TOV,Total A,Total H,W/L
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MEM,DNP,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,NA,REST,,NA,NA,NA,NA,109,MEM,DND,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MEM,DNP,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MEM,DNP,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
6,32,18,25,31,25.0,4,1,22,23,24,22,3,DAL,0,6,30.8,13,4,66.7,9,6,20.5,109,MEM,38:02,0,1,15,6,"Fraher""""","Workman""""",Barnaky,0,1,94,103,DALLAS
9,32,18,25,31,0.0,3,0,22,23,24,22,3,DAL,0,4,50.0,10,5,100,3,3,19.5,109,MEM,24:36,1,0,13,5,"Fraher""""","Workman""""",Barnaky,0,0,94,103,DALLAS
11,32,18,25,31,0.0,0,0,22,23,24,22,1,DAL,1,4,60.0,5,3,100,2,2,16.5,109,MEM,20:12,1,5,8,5,"Fraher""""","Workman""""",Barnaky,1,2,94,103,DALLAS
6,32,18,25,31,75.0,4,3,22,23,24,22,2,DAL,1,3,55.6,9,5,75.0,4,3,27.0,109,MEM,41:13,1,2,16,4,"Fraher""""","Workman""""",Barnaky,0,2,94,103,DALLAS
6,32,18,25,31,50.0,6,3,22,23,24,22,5,DAL,0,1,66.7,12,8,0.0,2,0,32.5,109,MEM,28:21,0,2,19,1,"Fraher""""","Workman""""",Barnaky,0,1,94,103,DALLAS
6,32,18,25,31,0.0,1,0,22,23,24,22,0,DAL,0,1,33.3,6,2,50.0,4,2,4.0,109,MEM,10:26,0,4,6,1,"Fraher""""","Workman""""",Barnaky,0,1,94,103,DALLAS
0,32,18,25,31,33.3,3,1,22,23,24,22,1,DAL,1,4,50.0,6,3,100,3,3,19.5,109,MEM,29:17,0,2,10,4,"Fraher""""","Workman""""",Barnaky,1,1,94,103,DALLAS
-3,32,18,25,31,0.0,1,0,22,23,24,22,1,DAL,1,4,33.3,3,1,0.0,0,0,16.5,109,MEM,24:37,0,2,2,4,"Fraher""""","Workman""""",Barnaky,2,0,94,103,DALLAS
3,32,18,25,31,75.0,4,3,22,23,24,22,4,DAL,2,4,50.0,10,5,50.0,2,1,33.0,109,MEM,19:04,1,2,14,5,"Fraher""""","Workman""""",Barnaky,0,3,94,103,DALLAS
1,32,18,25,31,0.0,0,0,22,23,24,22,0,DAL,0,0,0.0,0,0,0.0,0,0,0.0,109,MEM,4:12,0,0,0,0,"Fraher""""","Workman""""",Barnaky,0,0,94,103,DALLAS
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MEM,DNP,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MEM,DNP,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
NA,32,18,25,31,NA,NA,NA,22,23,24,22,NA,DAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MEM,DNP,NA,NA,NA,NA,"Fraher""""","Workman""""",Barnaky,NA,NA,94,103,DALLAS
-5,23,13,25,28,50.0,4,2,23,18,26,29,0,PHX,3,6,40.0,10,4,100,1,1,28.0,109,UTA,30:12,0,3,11,6,"Stafford""""","Wall""""",Zielinski,0,1,88,97,PHOENIX
-7,23,13,25,28,0.0,2,0,23,18,26,29,1,PHX,0,5,77.8,9,7,20.0,5,1,21.5,109,UTA,30:47,2,2,15,7,"Stafford""""","Wall""""",Zielinski,0,1,88,97,PHOENIX
0,23,13,25,28,0.0,0,0,23,18,26,29,1,PHX,0,13,55.6,9,5,75.0,8,6,36.5,109,UTA,36:13,1,2,16,14,"Stafford""""","Wall""""",Zielinski,5,4,88,97,PHOENIX
-7,23,13,25,28,28.6,7,2,23,18,26,29,2,PHX,0,1,43.8,16,7,100,6,6,21.0,109,UTA,35:14,0,1,22,1,"Stafford""""","Wall""""",Zielinski,0,3,88,97,PHOENIX
3,23,13,25,28,25.0,4,1,23,18,26,29,11,PHX,4,2,40.0,15,6,100,2,2,44.5,109,UTA,34:10,2,3,15,4,"Stafford""""","Wall""""",Zielinski,1,6,88,97,PHOENIX
-2,23,13,25,28,0.0,2,0,23,18,26,29,1,PHX,0,4,14.3,7,1,100,1,1,12.5,109,UTA,17:13,2,0,3,6,"Stafford""""","Wall""""",Zielinski,1,0,88,97,PHOENIX
-2,23,13,25,28,0.0,2,0,23,18,26,29,1,PHX,1,1,14.3,7,1,0.0,0,0,7.5,109,UTA,12:46,0,3,2,1,"Stafford""""","Wall""""",Zielinski,1,3,88,97,PHOENIX
-4,23,13,25,28,50.0,2,1,23,18,26,29,0,PHX,0,2,50.0,2,1,50.0,2,1,4.0,109,UTA,17:48,0,2,4,2,"Stafford""""","Wall""""",Zielinski,0,3,88,97,PHOENIX
-9,23,13,25,28,0.0,0,0,23,18,26,29,1,PHX,0,1,0.0,0,0,0.0,0,0,5.5,109,UTA,11:47,0,2,0,1,"Stafford""""","Wall""""",Zielinski,1,0,88,97,PHOENIX
-12,23,13,25,28,0.0,2,0,23,18,26,29,2,PHX,0,2,0.0,2,0,0.0,0,0,6.0,109,UTA,13:50,0,1,0,2,"Stafford""""","Wall""""",Zielinski,1,2,88,97,PHOENIX
NA,23,13,25,28,NA,NA,NA,23,18,26,29,NA,PHX,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Stafford""""","Wall""""",Zielinski,NA,NA,88,97,PHOENIX
NA,23,13,25,28,NA,NA,NA,23,18,26,29,NA,PHX,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Stafford""""","Wall""""",Zielinski,NA,NA,88,97,PHOENIX
NA,23,13,25,28,NA,NA,NA,23,18,26,29,NA,PHX,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Stafford""""","Wall""""",Zielinski,NA,NA,88,97,PHOENIX
5,23,13,25,28,0.0,1,0,23,18,26,29,1,PHX,1,4,63.2,19,12,75.0,4,3,32.5,109,UTA,27:41,1,2,27,5,"Stafford""""","Wall""""",Zielinski,0,1,88,97,PHOENIX
-2,23,13,25,28,0.0,2,0,23,18,26,29,2,PHX,0,5,33.3,6,2,0.0,0,0,14.0,109,UTA,23:12,0,1,4,5,"Stafford""""","Wall""""",Zielinski,1,1,88,97,PHOENIX
4,23,13,25,28,0.0,0,0,23,18,26,29,2,PHX,1,6,60.0,5,3,0.0,0,0,24.0,109,UTA,21:53,4,5,6,10,"Stafford""""","Wall""""",Zielinski,1,1,88,97,PHOENIX
5,23,13,25,28,50.0,4,2,23,18,26,29,3,PHX,1,4,36.8,19,7,100,1,1,33.5,109,UTA,32:56,3,3,17,7,"Stafford""""","Wall""""",Zielinski,1,4,88,97,PHOENIX
2,23,13,25,28,50.0,2,1,23,18,26,29,2,PHX,1,4,10.0,10,1,100,2,2,14.0,109,UTA,22:04,0,2,5,4,"Stafford""""","Wall""""",Zielinski,0,1,88,97,PHOENIX
4,23,13,25,28,0.0,2,0,23,18,26,29,1,PHX,1,6,25.0,8,2,0.0,0,0,13.5,109,UTA,20:27,0,4,4,6,"Stafford""""","Wall""""",Zielinski,0,1,88,97,PHOENIX
6,23,13,25,28,0.0,0,0,23,18,26,29,0,PHX,0,4,54.5,11,6,50.0,2,1,22.0,109,UTA,29:36,8,1,13,12,"Stafford""""","Wall""""",Zielinski,0,2,88,97,PHOENIX
7,23,13,25,28,50.0,2,1,23,18,26,29,5,PHX,2,0,54.5,11,6,0.0,0,0,27.5,109,UTA,25:56,0,3,13,0,"Stafford""""","Wall""""",Zielinski,0,1,88,97,PHOENIX
10,23,13,25,28,25.0,4,1,23,18,26,29,1,PHX,1,4,25.0,4,1,0.0,0,0,17.5,109,UTA,21:11,0,1,3,4,"Stafford""""","Wall""""",Zielinski,2,2,88,97,PHOENIX
4,23,13,25,28,50.0,2,1,23,18,26,29,1,PHX,0,2,66.7,3,2,0.0,0,0,8.5,109,UTA,15:04,0,3,5,2,"Stafford""""","Wall""""",Zielinski,0,2,88,97,PHOENIX
NA,23,13,25,28,NA,NA,NA,23,18,26,29,NA,PHX,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Stafford""""","Wall""""",Zielinski,NA,NA,88,97,PHOENIX
NA,23,13,25,28,NA,NA,NA,23,18,26,29,NA,PHX,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Stafford""""","Wall""""",Zielinski,NA,NA,88,97,PHOENIX
3,29,26,32,27,0.0,1,0,30,33,26,26,4,GSW,1,1,50.0,2,1,0.0,0,0,11.0,109,TOR,16:17,0,3,2,1,"Lindsay""""","Cutler""""",Fitzgerald,0,1,112,117,GOLDEN
-3,29,26,32,27,66.7,3,2,30,33,26,26,2,GSW,0,2,75.0,12,9,0.0,0,0,28.0,109,TOR,21:27,0,1,20,2,"Lindsay""""","Cutler""""",Fitzgerald,0,1,112,117,GOLDEN
-6,29,26,32,27,16.7,6,1,30,33,26,26,0,GSW,0,4,41.7,12,5,100,4,4,21.0,109,TOR,27:46,0,1,15,4,"Lindsay""""","Cutler""""",Fitzgerald,2,2,112,117,GOLDEN
-8,29,26,32,27,0.0,0,0,30,33,26,26,6,GSW,6,2,50.0,18,9,85.7,7,6,45.0,109,TOR,37:58,1,0,24,3,"Lindsay""""","Cutler""""",Fitzgerald,0,3,112,117,GOLDEN
-5,29,26,32,27,12.5,8,1,30,33,26,26,9,GSW,1,4,27.8,18,5,100,3,3,37.5,109,TOR,38:16,0,4,14,4,"Lindsay""""","Cutler""""",Fitzgerald,2,2,112,117,GOLDEN
-6,29,26,32,27,0.0,4,0,30,33,26,26,2,GSW,0,5,33.3,6,2,100,3,3,13.0,109,TOR,29:22,1,2,7,6,"Lindsay""""","Cutler""""",Fitzgerald,1,3,112,117,GOLDEN
8,29,26,32,27,50.0,4,2,30,33,26,26,2,GSW,0,0,50.0,6,3,0.0,0,0,18.0,109,TOR,18:05,4,0,8,4,"Lindsay""""","Cutler""""",Fitzgerald,0,1,112,117,GOLDEN
-5,29,26,32,27,25.0,8,2,30,33,26,26,2,GSW,1,3,33.3,9,3,100,2,2,20.0,109,TOR,18:37,0,1,10,3,"Lindsay""""","Cutler""""",Fitzgerald,0,1,112,117,GOLDEN
-2,29,26,32,27,0.0,0,0,30,33,26,26,2,GSW,1,3,54.5,11,6,0.0,0,0,33.0,109,TOR,26:40,11,4,12,14,"Lindsay""""","Cutler""""",Fitzgerald,1,2,112,117,GOLDEN
-1,29,26,32,27,0.0,0,0,30,33,26,26,1,GSW,0,1,0.0,0,0,0.0,0,0,2.5,109,TOR,5:32,0,0,0,1,"Lindsay""""","Cutler""""",Fitzgerald,0,0,112,117,GOLDEN
NA,29,26,32,27,NA,NA,NA,30,33,26,26,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,TOR,DNP,NA,NA,NA,NA,"Lindsay""""","Cutler""""",Fitzgerald,NA,NA,112,117,GOLDEN
NA,29,26,32,27,NA,NA,NA,30,33,26,26,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,TOR,DNP,NA,NA,NA,NA,"Lindsay""""","Cutler""""",Fitzgerald,NA,NA,112,117,GOLDEN
NA,29,26,32,27,NA,NA,NA,30,33,26,26,NA,GSW,NA,NA,NA,INJURY/ILLNESS,,NA,NA,NA,NA,109,TOR,DNP,NA,NA,NA,NA,"Lindsay""""","Cutler""""",Fitzgerald,NA,NA,112,117,GOLDEN
7,29,26,32,27,50.0,6,3,30,33,26,26,5,GSW,1,4,55.0,20,11,66.7,6,4,44.5,109,TOR,38:03,0,2,29,4,"Lindsay""""","Cutler""""",Fitzgerald,0,1,112,117,GOLDEN
11,29,26,32,27,50.0,2,1,30,33,26,26,6,GSW,2,7,57.1,7,4,100,6,6,34.0,109,TOR,36:42,4,2,15,11,"Lindsay""""","Cutler""""",Fitzgerald,1,6,112,117,GOLDEN
-3,29,26,32,27,0.0,0,0,30,33,26,26,2,GSW,0,4,33.3,3,1,50.0,2,1,8.0,109,TOR,14:26,0,1,3,4,"Lindsay""""","Cutler""""",Fitzgerald,0,1,112,117,GOLDEN
2,29,26,32,27,66.7,6,4,30,33,26,26,5,GSW,1,8,60.0,15,9,0.0,0,0,47.5,109,TOR,38:26,0,2,22,8,"Lindsay""""","Cutler""""",Fitzgerald,1,4,112,117,GOLDEN
14,29,26,32,27,36.4,11,4,30,33,26,26,5,GSW,3,4,45.0,20,9,100,8,8,51.5,109,TOR,37:31,0,2,30,4,"Lindsay""""","Cutler""""",Fitzgerald,1,2,112,117,GOLDEN
-4,29,26,32,27,0.0,1,0,30,33,26,26,5,GSW,1,2,0.0,1,0,0.0,0,0,15.5,109,TOR,30:17,0,1,0,2,"Lindsay""""","Cutler""""",Fitzgerald,1,0,112,117,GOLDEN
3,29,26,32,27,0.0,0,0,30,33,26,26,0,GSW,1,1,75.0,4,3,0.0,0,0,13.0,109,TOR,9:34,1,2,6,2,"Lindsay""""","Cutler""""",Fitzgerald,1,1,112,117,GOLDEN
3,29,26,32,27,0.0,0,0,30,33,26,26,0,GSW,0,0,100,2,2,0.0,0,0,4.0,109,TOR,9:34,0,0,4,0,"Lindsay""""","Cutler""""",Fitzgerald,0,0,112,117,GOLDEN
-3,29,26,32,27,0.0,0,0,30,33,26,26,3,GSW,0,0,0.0,0,0,0.0,0,0,4.5,109,TOR,15:52,0,2,0,0,"Lindsay""""","Cutler""""",Fitzgerald,0,0,112,117,GOLDEN
-5,29,26,32,27,0.0,0,0,30,33,26,26,1,GSW,1,1,80.0,5,4,0.0,0,0,18.5,109,TOR,9:35,1,1,8,2,"Lindsay""""","Cutler""""",Fitzgerald,2,2,112,117,GOLDEN
NA,29,26,32,27,NA,NA,NA,30,33,26,26,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,TOR,DNP,NA,NA,NA,NA,"Lindsay""""","Cutler""""",Fitzgerald,NA,NA,112,117,GOLDEN
NA,29,26,32,27,NA,NA,NA,30,33,26,26,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,TOR,DNP,NA,NA,NA,NA,"Lindsay""""","Cutler""""",Fitzgerald,NA,NA,112,117,GOLDEN
NA,29,26,32,27,NA,NA,NA,30,33,26,26,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,TOR,DNP,NA,NA,NA,NA,"Lindsay""""","Cutler""""",Fitzgerald,NA,NA,112,117,GOLDEN
-10,23,18,22,31,25.0,4,1,24,30,23,13,0,LAL,0,2,40.0,10,4,0.0,0,0,16.0,109,WAS,38:51,1,3,9,3,"Adams""""","Wright""""",Maddox,1,1,99,102,LOS
5,23,18,22,31,0.0,2,0,24,30,23,13,3,LAL,2,3,54.5,11,6,0.0,0,0,25.5,109,WAS,35:35,0,6,12,3,"Adams""""","Wright""""",Maddox,0,0,99,102,LOS
-9,23,18,22,31,0.0,0,0,24,30,23,13,1,LAL,0,13,50.0,8,4,50.0,6,3,25.5,109,WAS,37:14,1,3,11,14,"Adams""""","Wright""""",Maddox,1,1,99,102,LOS
-8,23,18,22,31,28.6,7,2,24,30,23,13,2,LAL,3,5,47.8,23,11,66.7,6,4,45.0,109,WAS,43:31,1,1,28,6,"Adams""""","Wright""""",Maddox,1,4,99,102,LOS
-12,23,18,22,31,20.0,5,1,24,30,23,13,9,LAL,1,3,31.8,22,7,75.0,4,3,32.5,109,WAS,40:32,0,1,18,3,"Adams""""","Wright""""",Maddox,0,4,99,102,LOS
-6,23,18,22,31,0.0,2,0,24,30,23,13,0,LAL,1,8,20.0,10,2,0.0,1,0,15.0,109,WAS,25:30,0,2,4,8,"Adams""""","Wright""""",Maddox,0,0,99,102,LOS
5,23,18,22,31,0.0,0,0,24,30,23,13,0,LAL,0,0,100,1,1,0.0,0,0,6.0,109,WAS,7:45,2,0,2,2,"Adams""""","Wright""""",Maddox,1,1,99,102,LOS
9,23,18,22,31,0.0,0,0,24,30,23,13,5,LAL,1,2,0.0,1,0,100,2,2,12.5,109,WAS,12:28,0,0,2,2,"Adams""""","Wright""""",Maddox,0,0,99,102,LOS
7,23,18,22,31,50.0,4,2,24,30,23,13,0,LAL,3,2,60.0,5,3,75.0,4,3,22.0,109,WAS,15:57,0,1,11,2,"Adams""""","Wright""""",Maddox,0,1,99,102,LOS
4,23,18,22,31,0.0,2,0,24,30,23,13,0,LAL,0,0,25.0,4,1,0.0,0,0,6.0,109,WAS,7:38,2,2,2,2,"Adams""""","Wright""""",Maddox,1,1,99,102,LOS
NA,23,18,22,31,NA,NA,NA,24,30,23,13,NA,LAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,WAS,DNP,NA,NA,NA,NA,"Adams""""","Wright""""",Maddox,NA,NA,99,102,LOS
NA,23,18,22,31,NA,NA,NA,24,30,23,13,NA,LAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,WAS,DNP,NA,NA,NA,NA,"Adams""""","Wright""""",Maddox,NA,NA,99,102,LOS
NA,23,18,22,31,NA,NA,NA,24,30,23,13,NA,LAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,WAS,DNP,NA,NA,NA,NA,"Adams""""","Wright""""",Maddox,NA,NA,99,102,LOS
9,23,18,22,31,0.0,3,0,24,30,23,13,3,LAL,1,8,50.0,16,8,100,3,3,32.5,109,WAS,39:00,2,4,19,10,"Adams""""","Wright""""",Maddox,1,4,99,102,LOS
-3,23,18,22,31,0.0,0,0,24,30,23,13,0,LAL,2,7,80.0,10,8,66.7,3,2,30.0,109,WAS,24:06,3,3,18,10,"Adams""""","Wright""""",Maddox,0,2,99,102,LOS
2,23,18,22,31,50.0,2,1,24,30,23,13,3,LAL,1,1,37.5,8,3,100,2,2,16.5,109,WAS,22:45,0,2,9,1,"Adams""""","Wright""""",Maddox,0,1,99,102,LOS
7,23,18,22,31,37.5,8,3,24,30,23,13,5,LAL,2,6,38.5,13,5,100,1,1,35.5,109,WAS,41:34,0,4,14,6,"Adams""""","Wright""""",Maddox,0,3,99,102,LOS
13,23,18,22,31,0.0,5,0,24,30,23,13,10,LAL,1,7,18.2,11,2,66.7,3,2,32.0,109,WAS,39:38,1,3,6,8,"Adams""""","Wright""""",Maddox,1,1,99,102,LOS
2,23,18,22,31,0.0,0,0,24,30,23,13,0,LAL,0,0,0.0,0,0,0.0,0,0,0.0,109,WAS,2:28,0,0,0,0,"Adams""""","Wright""""",Maddox,0,0,99,102,LOS
-9,23,18,22,31,33.3,3,1,24,30,23,13,4,LAL,1,1,37.5,8,3,50.0,2,1,15.0,109,WAS,17:16,0,3,8,1,"Adams""""","Wright""""",Maddox,0,4,99,102,LOS
4,23,18,22,31,16.7,6,1,24,30,23,13,0,LAL,0,3,40.0,15,6,100,2,2,15.0,109,WAS,33:48,0,1,15,3,"Adams""""","Wright""""",Maddox,0,3,99,102,LOS
-3,23,18,22,31,0.0,0,0,24,30,23,13,1,LAL,0,0,0.0,1,0,0.0,0,0,0.5,109,WAS,9:25,0,2,0,0,"Adams""""","Wright""""",Maddox,0,1,99,102,LOS
5,23,18,22,31,100,1,1,24,30,23,13,1,LAL,0,9,71.4,7,5,0.0,0,0,30.5,109,WAS,19:29,0,3,11,9,"Adams""""","Wright""""",Maddox,3,2,99,102,LOS
-12,23,18,22,31,0.0,2,0,24,30,23,13,0,LAL,1,5,33.3,3,1,0.0,0,0,10.0,109,WAS,15:32,0,1,2,5,"Adams""""","Wright""""",Maddox,0,0,99,102,LOS
NA,23,18,22,31,NA,NA,NA,24,30,23,13,NA,LAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,WAS,DNP,NA,NA,NA,NA,"Adams""""","Wright""""",Maddox,NA,NA,99,102,LOS
NA,23,18,22,31,NA,NA,NA,24,30,23,13,NA,LAL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,WAS,DNP,NA,NA,NA,NA,"Adams""""","Wright""""",Maddox,NA,NA,99,102,LOS
-9,18,20,19,19,50.0,2,1,28,20,26,27,2,CHI,2,2,14.3,7,1,0.0,0,0,13.0,109,ATL,28:23,0,3,3,2,"Capers""""","Lane""""",Orr,0,3,86,91,CHICAGO
-6,18,20,19,19,50.0,4,2,28,20,26,27,4,CHI,1,6,45.5,11,5,100,2,2,37.0,109,ATL,31:24,4,3,14,10,"Capers""""","Lane""""",Orr,1,1,86,91,CHICAGO
-3,18,20,19,19,0.0,1,0,28,20,26,27,4,CHI,0,9,40.0,5,2,0.0,0,0,23.0,109,ATL,23:09,1,3,4,10,"Capers""""","Lane""""",Orr,1,0,86,91,CHICAGO
3,18,20,19,19,40.0,5,2,28,20,26,27,3,CHI,3,5,36.8,19,7,0.0,0,0,37.5,109,ATL,32:30,0,2,16,5,"Capers""""","Lane""""",Orr,1,4,86,91,CHICAGO
-15,18,20,19,19,0.0,3,0,28,20,26,27,4,CHI,1,2,27.3,11,3,0.0,0,0,17.0,109,ATL,35:22,0,4,6,2,"Capers""""","Lane""""",Orr,0,0,86,91,CHICAGO
11,18,20,19,19,55.6,9,5,28,20,26,27,2,CHI,1,2,50.0,16,8,100,2,2,39.0,109,ATL,30:44,0,2,23,2,"Capers""""","Lane""""",Orr,0,0,86,91,CHICAGO
-2,18,20,19,19,0.0,0,0,28,20,26,27,0,CHI,0,4,83.3,6,5,60.0,5,3,17.0,109,ATL,24:52,1,3,13,5,"Capers""""","Lane""""",Orr,1,1,86,91,CHICAGO
2,18,20,19,19,50.0,2,1,28,20,26,27,3,CHI,2,2,33.3,3,1,100,2,2,20.5,109,ATL,15:50,1,2,5,3,"Capers""""","Lane""""",Orr,1,1,86,91,CHICAGO
0,18,20,19,19,0.0,2,0,28,20,26,27,0,CHI,0,1,0.0,3,0,0.0,0,0,1.0,109,ATL,13:50,0,1,0,1,"Capers""""","Lane""""",Orr,0,0,86,91,CHICAGO
-6,18,20,19,19,0.0,0,0,28,20,26,27,0,CHI,0,0,0.0,0,0,100,2,2,0.0,109,ATL,3:57,0,0,2,0,"Capers""""","Lane""""",Orr,0,0,86,91,CHICAGO
NA,18,20,19,19,NA,NA,NA,28,20,26,27,NA,CHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ATL,DNP,NA,NA,NA,NA,"Capers""""","Lane""""",Orr,NA,NA,86,91,CHICAGO
NA,18,20,19,19,NA,NA,NA,28,20,26,27,NA,CHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ATL,DNP,NA,NA,NA,NA,"Capers""""","Lane""""",Orr,NA,NA,86,91,CHICAGO
NA,18,20,19,19,NA,NA,NA,28,20,26,27,NA,CHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ATL,DNP,NA,NA,NA,NA,"Capers""""","Lane""""",Orr,NA,NA,86,91,CHICAGO
1,18,20,19,19,22.2,9,2,28,20,26,27,5,CHI,2,8,21.4,14,3,100,3,3,32.5,109,ATL,35:40,1,0,11,9,"Capers""""","Lane""""",Orr,0,2,86,91,CHICAGO
4,18,20,19,19,25.0,8,2,28,20,26,27,1,CHI,0,11,38.5,13,5,66.7,3,2,27.5,109,ATL,30:40,1,2,14,12,"Capers""""","Lane""""",Orr,0,2,86,91,CHICAGO
12,18,20,19,19,0.0,1,0,28,20,26,27,4,CHI,0,1,42.1,19,8,0.0,0,0,34.0,109,ATL,36:11,7,3,16,8,"Capers""""","Lane""""",Orr,2,2,86,91,CHICAGO
11,18,20,19,19,28.6,7,2,28,20,26,27,0,CHI,0,7,36.4,11,4,60.0,5,3,22.0,109,ATL,37:00,3,2,13,10,"Capers""""","Lane""""",Orr,0,2,86,91,CHICAGO
4,18,20,19,19,0.0,2,0,28,20,26,27,7,CHI,2,3,28.6,7,2,70.0,10,7,22.5,109,ATL,36:00,1,0,11,4,"Capers""""","Lane""""",Orr,0,2,86,91,CHICAGO
1,18,20,19,19,0.0,2,0,28,20,26,27,1,CHI,0,2,33.3,6,2,100,3,3,13.5,109,ATL,17:20,2,1,7,4,"Capers""""","Lane""""",Orr,2,2,86,91,CHICAGO
-2,18,20,19,19,100,1,1,28,20,26,27,0,CHI,0,10,62.5,8,5,80.0,5,4,23.0,109,ATL,23:20,1,2,15,11,"Capers""""","Lane""""",Orr,0,1,86,91,CHICAGO
1,18,20,19,19,0.0,2,0,28,20,26,27,2,CHI,1,0,20.0,5,1,0.0,0,0,8.0,109,ATL,12:00,0,4,2,0,"Capers""""","Lane""""",Orr,0,0,86,91,CHICAGO
-7,18,20,19,19,0.0,0,0,28,20,26,27,0,CHI,0,2,33.3,3,1,0.0,0,0,6.0,109,ATL,11:49,2,1,2,4,"Capers""""","Lane""""",Orr,0,0,86,91,CHICAGO
NA,18,20,19,19,NA,NA,NA,28,20,26,27,NA,CHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ATL,DNP,NA,NA,NA,NA,"Capers""""","Lane""""",Orr,NA,NA,86,91,CHICAGO
NA,18,20,19,19,NA,NA,NA,28,20,26,27,NA,CHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ATL,DNP,NA,NA,NA,NA,"Capers""""","Lane""""",Orr,NA,NA,86,91,CHICAGO
NA,18,20,19,19,NA,NA,NA,28,20,26,27,NA,CHI,NA,NA,NA,INJURY/ILLNESS,,NA,NA,NA,NA,109,ATL,DNP,NA,NA,NA,NA,"Capers""""","Lane""""",Orr,NA,NA,86,91,CHICAGO
-2,28,14,26,21,25.0,4,1,22,33,20,23,1,MEM,0,8,45.0,20,9,100,3,3,32.5,109,DAL,37:25,3,1,22,11,"Lewis""""","Williams""""",Ervin,0,1,91,96,MEMPHIS
-9,28,14,26,21,66.7,3,2,22,33,20,23,0,MEM,3,7,38.5,13,5,100,2,2,29.0,109,DAL,28:17,0,5,14,7,"Lewis""""","Williams""""",Ervin,0,3,91,96,MEMPHIS
11,28,14,26,21,0.0,0,0,22,33,20,23,2,MEM,0,3,40.0,5,2,100,1,1,14.0,109,DAL,19:29,5,4,5,8,"Lewis""""","Williams""""",Ervin,0,1,91,96,MEMPHIS
-7,28,14,26,21,50.0,8,4,22,33,20,23,1,MEM,1,1,50.0,12,6,100,2,2,28.5,109,DAL,35:13,0,2,18,1,"Lewis""""","Williams""""",Ervin,0,1,91,96,MEMPHIS
3,28,14,26,21,0.0,4,0,22,33,20,23,9,MEM,2,3,28.6,14,4,33.3,3,1,29.5,109,DAL,32:59,0,2,9,3,"Lewis""""","Williams""""",Ervin,1,4,91,96,MEMPHIS
