,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Maurice Harkless,0,0.0,1,0,0,1,0,0.0,3,0,0.0,0,0,1,0,7:45,-1,0,0,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,4.0
AlFarouq Aminu,3,25.0,4,2,3,12,1,42.9,7,2,60.0,5,3,10,10,28:46,5,1,1,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,26.5
Jusuf Nurkic,2,0.0,0,2,3,6,0,63.6,11,3,100,2,7,3,16,19:08,0,0,1,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,24.0
CJ McCollum,2,50.0,6,1,1,4,3,38.9,18,0,66.7,3,7,4,19,37:54,6,2,1,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,35.0
Damian Lillard,13,33.3,12,1,1,7,4,40.9,22,3,81.3,16,9,4,35,37:58,9,4,0,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,45.0
Pat Connaughton,0,0.0,1,0,1,1,0,0.0,4,0,0.0,0,0,1,0,13:29,0,1,0,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,5.5
Evan Turner,0,0.0,0,0,2,1,0,0.0,4,0,0.0,0,0,1,0,21:48,-7,6,0,0,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,10.0
Ed Davis,0,0.0,0,1,3,11,0,83.3,6,4,0.0,0,5,7,10,27:32,8,1,2,0,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,27.5
Zach Collins,0,0.0,2,0,3,2,0,16.7,6,0,0.0,0,1,2,2,18:33,4,0,1,1,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,10.0
Shabazz Napier,7,25.0,4,1,1,3,1,36.4,11,0,77.8,9,4,3,16,27:06,21,2,0,2,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,22.0
Jake Layman,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,NA
Meyers Leonard,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,NA
Caleb Swanigan,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 1, 2018",924,24,25,29,21,19,25,31,33,108,99,"Stafford""""","Buchert""""",Lane,PORTLAND,MIN,POR,NA
James Ennis,1,100,4,1,4,4,4,88.9,9,1,100,1,8,3,21,32:31,-4,1,0,2,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,38.5
Blake Griffin,2,0.0,1,2,2,10,0,35.7,14,1,50.0,4,5,9,12,34:06,-9,9,1,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,34.5
Andre Drummond,0,0.0,0,3,4,15,0,45.5,11,5,0.0,4,5,10,10,38:30,-13,0,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,25.0
Reggie Bullock,3,36.4,11,2,0,5,4,33.3,21,2,75.0,4,7,3,21,40:43,-11,1,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,33.5
Ish Smith,1,0.0,1,1,3,1,0,25.0,8,0,50.0,2,2,1,5,31:53,-7,5,0,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,11.5
Stanley Johnson,2,33.3,3,3,2,1,1,37.5,8,0,100,2,3,1,9,20:37,-6,1,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,11.5
Dwight Buycks,1,33.3,3,1,1,1,1,55.6,9,0,50.0,2,5,1,12,20:49,1,1,0,2,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,20.5
Anthony Tolliver,4,40.0,5,1,1,1,2,50.0,6,1,80.0,5,3,0,12,20:31,0,1,0,2,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,19.5
Langston Galloway,0,0.0,1,0,0,1,0,25.0,4,0,0.0,0,1,1,2,12:17,2,0,0,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,3.0
Eric Moreland,0,0.0,0,0,0,4,0,50.0,2,3,0.0,0,1,1,2,13:03,2,3,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,13.5
Henry Ellenson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,NA
Luke Kennard,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,NA
Jameer Nelson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,NA
Jonathon Simmons,0,0.0,1,3,1,1,0,40.0,5,0,0.0,0,2,1,4,30:01,-9,2,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,8.0
Aaron Gordon,4,37.5,8,1,4,13,3,52.6,19,1,66.7,6,10,12,27,35:37,15,2,1,2,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,53.0
Nikola Vucevic,4,0.0,5,4,2,12,0,47.4,19,3,100,4,9,9,22,38:25,12,6,1,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,38.0
Evan Fournier,2,37.5,8,1,3,4,3,40.0,15,0,50.0,4,6,4,17,36:13,12,5,0,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,31.5
DJ Augustin,4,80.0,5,3,4,5,4,75.0,8,2,80.0,5,6,3,20,40:60,11,9,0,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,39.5
Mario Hezonja,0,0.0,3,1,1,1,0,40.0,5,0,0.0,0,2,1,4,23:27,7,6,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,16.0
Jonathan Isaac,0,100,1,0,1,2,1,50.0,2,0,0.0,0,1,2,3,15:03,-1,0,1,2,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,16.0
Bismack Biyombo,0,0.0,0,1,2,4,0,60.0,5,1,0.0,0,3,3,6,14:35,-3,0,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,12.0
Shelvin Mack,0,40.0,5,1,5,3,2,57.1,7,0,0.0,0,4,3,10,23:23,2,4,0,1,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,25.0
Wes Iwundu,0,0.0,0,1,0,0,0,100,1,0,0.0,0,1,0,2,7:16,-1,0,0,0,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,1.0
Khem Birch,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,NA
Marreese Speights,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,NA
Rashad Vaughn,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",925,29,23,30,22,31,22,29,22,115,106,"Guthrie""""","Forte""""",Ervin,ORLANDO,DET,ORL,NA
Michael KiddGilchrist,1,0.0,0,3,5,1,0,44.4,9,1,50.0,2,4,0,9,31:02,-7,1,0,1,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,10.5
Marvin Williams,0,0.0,1,1,5,2,0,25.0,4,0,0.0,2,1,2,2,25:26,-9,1,0,3,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,13.5
Dwight Howard,0,0.0,0,1,5,6,0,42.9,7,0,0.0,4,3,6,6,25:03,-5,2,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,14.0
Nicolas Batum,1,60.0,5,2,1,13,3,55.6,9,2,50.0,2,5,11,14,36:22,-12,8,0,1,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,45.0
Kemba Walker,5,40.0,10,1,1,1,4,52.4,21,0,83.3,6,11,1,31,37:38,-12,5,0,1,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,44.5
Frank Kaminsky,6,50.0,6,1,1,4,3,41.7,12,0,100,6,5,4,19,26:40,-6,3,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,26.5
Jeremy Lamb,1,50.0,2,0,3,1,1,42.9,7,1,50.0,2,3,0,8,19:34,-8,0,0,1,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,13.0
Willy Hernangomez,2,0.0,0,1,3,7,0,33.3,6,3,100,2,2,4,6,16:24,-4,1,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,11.5
Michael CarterWilliams,2,0.0,0,0,0,3,0,0.0,6,0,50.0,4,0,3,2,13:33,-1,0,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,3.0
Treveon Graham,2,0.0,0,0,1,1,0,0.0,0,0,100,2,0,1,2,8:18,9,0,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,1.0
Dwayne Bacon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,NA
Malik Monk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,NA
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,NA
Robert Covington,4,50.0,4,1,3,5,2,50.0,10,1,100,4,5,4,16,35:16,19,2,0,3,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,32.0
Dario Saric,0,25.0,4,1,5,7,1,50.0,8,3,0.0,0,4,4,9,28:27,7,6,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,26.0
Joel Embiid,6,25.0,4,4,4,15,1,42.1,19,1,54.5,11,8,14,23,31:37,19,4,3,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,45.0
JJ Redick,4,50.0,4,1,2,2,2,54.5,11,0,100,4,6,2,18,32:18,19,2,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,22.0
Ben Simmons,3,0.0,0,3,1,8,0,60.0,10,1,75.0,4,6,7,15,34:06,10,7,1,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,30.5
Marco Belinelli,0,50.0,2,0,0,0,1,42.9,7,0,0.0,0,3,0,7,17:46,-9,0,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,9.0
Richaun Holmes,0,0.0,1,0,2,3,0,66.7,3,0,0.0,0,2,3,4,12:03,-14,1,1,1,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,14.5
TJ McConnell,0,0.0,1,1,0,2,0,0.0,2,0,0.0,0,0,2,0,20:32,1,2,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,4.0
Ersan Ilyasova,2,50.0,4,0,4,4,2,63.6,11,1,100,2,7,3,18,22:54,7,3,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,28.5
Timothe LuwawuCabarrot,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,5:00,-4,0,0,0,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,0.0
Jerryd Bayless,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,NA
Amir Johnson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",926,30,26,24,19,27,21,26,36,110,99,"Zielinski""""","Williams""""",Goldenberg,PHILADELPHIA,CHA,PHI,NA
Kevin Durant,4,0.0,2,4,2,3,0,63.2,19,0,66.7,6,12,3,28,35:12,-5,5,2,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,39.5
Draymond Green,0,0.0,2,3,4,7,0,33.3,3,0,0.0,0,1,7,2,36:57,10,9,0,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,22.5
JaVale McGee,0,0.0,0,2,1,3,0,50.0,2,0,0.0,0,1,3,2,10:20,3,0,1,2,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,12.0
Klay Thompson,1,50.0,4,2,5,4,2,66.7,9,0,50.0,2,6,4,15,35:54,-2,3,1,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,30.5
Stephen Curry,8,44.4,9,0,0,1,4,53.3,15,0,100,8,8,1,28,23:29,2,3,0,2,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,39.5
Zaza Pachulia,0,0.0,0,0,1,4,0,100,1,0,0.0,0,1,4,2,9:00,-6,3,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,10.5
Andre Iguodala,0,25.0,4,2,2,5,1,50.0,8,1,0.0,0,4,4,9,25:57,1,6,1,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,29.0
Nick Young,2,50.0,8,0,2,0,4,55.6,9,0,100,2,5,0,16,22:50,7,1,0,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,26.5
Quinn Cook,2,0.0,1,1,1,1,0,50.0,2,0,100,2,1,1,4,12:31,4,0,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,2.0
David West,2,0.0,0,2,2,2,0,42.9,7,0,100,2,3,2,8,14:43,9,2,0,2,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,15.0
Omri Casspi,0,0.0,1,0,0,1,0,0.0,1,0,0.0,0,0,1,0,5:30,-3,0,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,1.0
Jordan Bell,0,0.0,0,2,0,4,0,0.0,3,1,0.0,0,0,3,0,7:37,5,1,0,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,6.5
Kevon Looney,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,NA
Taurean Prince,0,41.7,12,5,3,3,5,29.4,17,0,0.0,0,5,3,15,30:37,9,1,0,4,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,36.5
John Collins,3,100,1,2,3,8,1,85.7,7,1,100,3,6,7,16,32:07,12,2,1,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,27.0
Dewayne Dedmon,2,0.0,3,1,2,7,0,20.0,10,2,100,2,2,5,6,32:16,8,1,0,2,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,17.5
Kent Bazemore,4,71.4,7,4,2,3,5,62.5,16,0,80.0,5,10,3,29,32:00,4,0,1,2,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,43.0
Dennis Schroder,5,25.0,8,4,5,5,2,47.6,21,0,100,5,10,5,27,37:09,5,9,0,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,43.5
Tyler Dorsey,0,0.0,0,0,0,1,0,0.0,1,0,0.0,0,0,1,0,7:38,-2,1,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,2.5
Mike Muscala,0,33.3,3,1,1,4,1,33.3,3,0,0.0,0,1,4,3,20:56,-17,1,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,9.5
Miles Plumlee,0,0.0,0,0,0,1,0,50.0,2,0,0.0,0,1,1,2,8:39,-9,0,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,3.0
Isaiah Taylor,1,0.0,0,2,2,1,0,25.0,4,0,50.0,2,1,1,3,11:32,-12,2,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,4.0
Jaylen Morris,0,0.0,0,0,0,1,0,33.3,3,0,0.0,0,1,1,2,12:07,-14,0,0,0,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,3.0
Malcolm Delaney,3,100,1,0,3,1,1,50.0,2,0,100,3,1,1,6,14:59,-9,4,0,1,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,15.0
DeAndre Bembry,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",927,33,29,28,24,31,19,34,25,109,114,"Kirkland""""","Wright""""",Nansel,GOLDEN,GSW,ATL,NA
Norman Powell,0,0.0,1,0,3,1,0,0.0,2,0,0.0,0,0,1,0,16:51,-16,1,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,2.5
Serge Ibaka,3,0.0,2,0,0,4,0,28.6,7,1,50.0,6,2,3,7,19:03,-13,1,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,9.5
Jonas Valanciunas,1,100,1,2,3,4,1,83.3,6,2,25.0,4,5,2,12,18:33,-11,0,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,15.0
DeMar DeRozan,5,0.0,3,0,0,4,0,52.9,17,1,71.4,7,9,3,23,33:48,-2,4,0,3,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,37.0
Kyle Lowry,1,20.0,5,1,3,7,1,40.0,10,0,50.0,2,4,7,10,32:51,-2,5,0,1,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,27.5
Jakob Poeltl,0,0.0,0,1,3,3,0,100,3,1,0.0,1,3,2,6,22:14,4,0,3,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,17.0
Fred VanVleet,7,16.7,6,2,3,4,1,22.2,9,2,87.5,8,2,2,12,28:57,20,3,1,1,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,19.5
Pascal Siakam,1,0.0,2,0,1,3,0,22.2,9,0,100,1,2,3,5,23:40,13,1,0,2,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,14.5
Lucas Nogueira,2,0.0,0,1,1,2,0,100,1,1,66.7,3,1,1,4,7:13,14,0,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,3.0
CJ Miles,0,66.7,9,0,4,1,6,70.0,10,0,0.0,0,7,1,20,20:11,18,1,1,1,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,40.5
Delon Wright,0,0.0,3,0,1,1,0,0.0,3,0,0.0,0,0,1,0,9:59,4,3,0,1,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,8.5
Malcolm Miller,0,100,1,0,0,0,1,100,1,0,0.0,0,1,0,3,6:40,6,0,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,5.0
Otto Porter,4,66.7,3,2,1,6,2,75.0,12,3,66.7,6,9,3,24,39:56,1,2,0,1,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,34.0
Markieff Morris,2,50.0,2,2,4,5,1,50.0,12,1,66.7,3,6,4,15,31:28,7,0,2,1,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,27.0
Marcin Gortat,2,0.0,0,0,1,8,0,42.9,7,0,66.7,3,3,8,8,24:29,11,1,2,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,21.5
Bradley Beal,4,42.9,7,1,5,7,3,42.1,19,3,80.0,5,8,4,23,39:23,6,6,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,40.0
