,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Tomas Satoransky,0,50.0,4,6,3,6,2,57.1,7,2,0.0,0,4,4,10,35:05,-2,8,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,26.0
Ian Mahinmi,2,0.0,0,1,3,6,0,40.0,5,5,50.0,4,2,1,6,13:41,-8,1,1,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,13.5
Tim Frazier,0,0.0,1,2,1,4,0,0.0,2,0,0.0,0,0,4,0,12:55,-5,4,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,8.0
Kelly Oubre,0,16.7,6,2,5,5,1,25.0,8,1,0.0,0,2,4,5,21:41,-19,2,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,13.0
Jodie Meeks,0,0.0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,5:19,-11,0,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,0.0
Mike Scott,0,0.0,0,1,2,0,0,25.0,4,0,0.0,0,1,0,2,12:41,-8,0,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,1.0
Jason Smith,0,0.0,1,0,0,0,0,50.0,2,0,0.0,0,1,0,2,3:22,-7,0,0,0,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,2.0
Chris McCullough,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,NA
Ramon Sessions,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",928,19,32,26,25,27,20,27,21,95,102,"Corbin""""","Zarba""""",Twardoski,TORONTO,TOR,WAS,NA
Harrison Barnes,7,33.3,3,3,1,7,1,47.4,19,1,100,7,9,6,26,34:08,-1,2,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,28.0
Dirk Nowitzki,1,62.5,8,2,3,6,5,60.0,10,1,100,1,6,5,18,27:06,9,2,2,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,40.0
Dwight Powell,0,0.0,0,0,3,11,0,60.0,5,1,0.0,1,3,10,6,25:30,-6,1,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,18.5
Wesley Matthews,0,20.0,5,0,2,2,1,22.2,9,1,0.0,0,2,1,5,31:12,1,4,0,1,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,18.0
Dennis Smith,5,66.7,3,1,1,1,2,52.9,17,0,62.5,8,9,1,25,34:02,-1,3,0,1,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,31.5
Nerlens Noel,0,0.0,0,2,2,6,0,0.0,3,4,0.0,0,0,2,0,15:08,-8,1,2,2,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,17.5
Yogi Ferrell,0,0.0,3,1,0,2,0,20.0,5,0,0.0,0,1,2,2,24:32,-12,3,0,2,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,13.5
JJ Barea,0,40.0,5,4,1,1,2,28.6,7,0,0.0,0,2,1,6,20:02,-14,3,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,11.5
Doug McDermott,2,100,2,3,1,8,2,25.0,8,4,100,2,2,4,8,23:48,-18,1,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,16.5
Maxi Kleber,2,0.0,0,1,1,2,0,100,1,1,100,2,1,1,4,4:32,10,1,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,4.5
Kyle Collinsworth,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,NA
Scotty Hopson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,NA
Salah Mejri,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,NA
David Nwaba,2,0.0,2,2,3,11,0,44.4,9,2,100,2,4,9,10,33:09,10,5,1,3,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,36.5
Lauri Markkanen,0,60.0,5,0,2,12,3,46.7,15,4,0.0,0,7,8,17,34:13,12,1,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,36.5
Cristiano Felicio,2,0.0,0,3,2,3,0,60.0,5,1,50.0,4,3,2,8,24:45,-17,0,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,6.0
Zach LaVine,3,20.0,5,2,1,2,1,42.9,14,0,100,3,6,2,16,34:28,3,6,0,1,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,27.0
Kris Dunn,3,75.0,4,2,5,7,3,50.0,12,0,75.0,4,6,7,18,34:17,9,7,1,1,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,42.5
Bobby Portis,2,40.0,5,2,3,5,2,56.3,16,3,50.0,4,9,2,22,34:03,21,2,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,30.0
Denzel Valentine,0,25.0,4,1,1,3,1,37.5,8,0,0.0,1,3,3,7,21:58,6,2,0,1,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,17.0
Jerian Grant,2,0.0,0,1,0,0,0,100,1,0,100,2,1,0,4,6:25,-3,1,0,2,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,8.5
Noah Vonleh,0,0.0,1,0,0,1,0,33.3,3,1,0.0,0,1,0,2,2:59,0,0,0,0,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,3.0
Cameron Payne,0,0.0,1,0,1,1,0,33.3,6,0,0.0,0,2,1,4,13:43,-1,0,0,2,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,11.0
Omer Asik,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",929,32,17,36,15,24,23,31,30,108,100,"Smith""""","Davis""""",Holtkamp,CHICAGO,DAL,CHI,NA
Wilson Chandler,2,0.0,2,1,0,1,0,25.0,4,0,100,2,1,1,4,31:02,-1,0,1,0,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,5.0
Paul Millsap,4,50.0,2,2,2,7,1,50.0,10,2,100,4,5,5,15,27:15,4,1,1,4,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,34.5
Nikola Jokic,5,0.0,1,5,5,9,0,40.0,5,1,71.4,7,2,8,9,33:10,6,5,0,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,18.5
Gary Harris,3,20.0,5,4,2,4,1,61.1,18,1,100,3,11,3,26,34:51,10,0,0,4,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,37.0
Jamal Murray,2,25.0,4,2,6,2,1,33.3,9,0,66.7,3,3,2,9,27:40,8,4,0,3,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,24.0
Will Barton,2,40.0,5,3,1,6,2,71.4,14,1,100,2,10,5,24,32:52,3,2,0,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,35.0
Mason Plumlee,1,0.0,0,1,3,5,0,100,4,1,50.0,2,4,4,9,21:03,4,4,0,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,21.0
Trey Lyles,0,0.0,1,3,0,3,0,50.0,4,0,0.0,0,2,3,4,14:30,-2,1,1,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,11.5
Devin Harris,3,50.0,2,1,3,0,1,40.0,5,0,100,3,2,0,8,17:35,-2,1,0,2,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,13.5
Darrell Arthur,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0:02,0,0,0,0,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,0.0
Malik Beasley,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,NA
Kenneth Faried,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,NA
Richard Jefferson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,NA
Dillon Brooks,2,50.0,2,2,1,4,1,45.5,11,2,50.0,4,5,2,13,33:11,-6,2,0,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,21.0
Jarell Martin,0,0.0,1,3,5,7,0,66.7,12,4,0.0,0,8,3,16,28:07,-1,1,0,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,24.5
Marc Gasol,5,42.9,7,7,2,9,3,41.2,17,0,100,5,7,9,22,36:16,6,5,0,0,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,32.5
Ben McLemore,0,40.0,5,0,4,3,2,41.7,12,1,0.0,0,5,2,12,30:01,-5,2,1,4,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,37.0
Mario Chalmers,4,33.3,6,3,1,1,2,33.3,9,0,100,4,3,1,12,33:42,11,6,2,1,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,28.0
Ivan Rabb,1,0.0,0,1,2,7,0,50.0,8,6,50.0,2,4,1,9,20:57,-7,4,0,2,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,26.0
Kobi Simmons,0,0.0,0,2,2,1,0,33.3,6,1,0.0,0,2,0,4,14:18,-17,2,0,0,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,6.0
Myke Henry,0,50.0,2,1,3,2,1,50.0,4,1,0.0,0,2,1,5,21:33,-1,2,0,5,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,26.0
Brice Johnson,0,0.0,0,1,2,3,0,50.0,6,1,0.0,0,3,2,6,11:44,-12,0,0,0,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,8.0
Wayne Selden,0,25.0,4,0,1,3,1,16.7,6,1,0.0,0,1,2,3,10:11,2,2,0,0,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,11.0
JaMychal Green,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,NA
Andrew Harrison,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 2, 2018",930,35,28,28,17,29,25,26,22,102,108,"Brothers""""","Kogut""""",Cutler,DENVER,DEN,MEM,NA
Bojan Bogdanovic,12,0.0,1,2,1,4,0,25.0,4,0,92.3,13,1,4,14,29:23,6,4,0,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,10.0
Thaddeus Young,0,0.0,0,1,1,8,0,45.5,11,3,0.0,0,5,5,10,37:19,5,0,0,5,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,32.0
Myles Turner,5,0.0,0,4,3,9,0,66.7,6,3,71.4,7,4,6,13,29:57,2,0,2,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,19.0
Victor Oladipo,1,33.3,6,5,3,7,2,47.4,19,0,25.0,4,9,7,21,35:44,-2,6,1,2,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,44.0
Cory Joseph,0,50.0,4,1,3,4,2,45.5,11,1,0.0,0,5,3,12,41:29,5,4,0,3,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,34.0
Domantas Sabonis,0,0.0,0,0,6,9,0,37.5,8,3,0.0,0,3,6,6,19:55,2,2,1,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,21.0
Glenn Robinson,2,0.0,1,0,1,2,0,25.0,4,1,100,2,1,1,4,11:06,6,0,0,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,4.0
Joe Young,2,100,1,0,1,1,1,66.7,3,1,100,2,2,0,7,5:06,2,0,0,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,8.0
Lance Stephenson,1,33.3,3,1,4,3,1,41.2,17,1,50.0,2,7,2,16,25:38,6,3,0,2,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,29.5
TJ Leaf,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0,4:23,3,0,0,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,1.0
Al Jefferson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,NA
Trey McKinneyJones,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,NA
Alex Poythress,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,NA
Khris Middleton,6,33.3,6,6,5,5,2,52.4,21,1,75.0,8,11,4,30,40:27,0,2,1,3,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,42.0
Giannis Antetokounmpo,10,50.0,4,4,4,10,2,33.3,18,2,83.3,12,6,8,24,43:22,-10,3,3,2,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,43.5
John Henson,0,0.0,0,1,1,10,0,50.0,6,5,0.0,0,3,5,6,30:52,7,0,2,1,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,24.0
Jason Terry,0,33.3,6,1,3,1,2,25.0,8,0,0.0,0,2,1,6,36:26,4,0,3,1,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,22.0
Eric Bledsoe,7,50.0,4,3,5,7,2,27.3,11,1,87.5,8,3,6,15,34:42,8,6,2,2,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,37.0
Jabari Parker,0,33.3,3,0,1,5,1,41.7,12,3,0.0,0,5,2,11,25:02,-16,3,1,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,25.5
Tyler Zeller,0,0.0,0,0,0,2,0,0.0,1,0,0.0,0,0,2,0,12:20,-8,0,0,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,2.0
Sterling Brown,1,0.0,2,0,4,0,0,33.3,3,0,50.0,2,1,0,3,12:01,-14,1,0,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,3.5
Thon Maker,1,0.0,0,0,1,3,0,0.0,1,2,50.0,2,0,1,1,4:48,-6,0,1,0,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,6.0
Xavier Munford,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,NA
Tony Snell,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,NA
DJ Wilson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",931,18,27,33,25,21,25,21,29,96,103,"Capers""""","Adams""""",Van,INDIANA,IND,MIL,NA
Paul George,5,33.3,9,3,2,5,3,37.5,16,0,83.3,6,6,5,20,36:36,9,5,2,2,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,42.5
Carmelo Anthony,2,0.0,3,1,3,8,0,33.3,18,4,100,2,6,4,14,31:19,11,2,0,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,22.0
Steven Adams,1,0.0,0,1,2,7,0,62.5,8,1,33.3,3,5,6,11,32:53,7,1,2,1,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,26.5
Josh Huestis,1,0.0,3,0,1,9,0,25.0,4,1,100,1,1,8,3,27:26,-3,0,2,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,17.0
Russell Westbrook,9,50.0,4,5,2,14,2,64.0,25,7,81.8,11,16,7,43,39:42,2,8,1,1,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,65.0
Terrance Ferguson,0,100,2,0,3,0,2,100,3,0,0.0,0,3,0,8,9:26,7,1,1,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,16.5
Jerami Grant,2,50.0,2,0,3,4,1,50.0,8,2,50.0,4,4,2,11,26:13,3,0,1,1,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,21.0
Patrick Patterson,1,0.0,2,0,0,1,0,25.0,4,1,50.0,2,1,0,3,16:41,-3,1,1,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,7.5
Alex Abrines,0,33.3,6,0,3,0,2,33.3,6,0,0.0,0,2,0,6,10:32,4,0,1,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,13.0
Raymond Felton,0,33.3,3,1,1,0,1,50.0,4,0,0.0,0,2,0,5,9:12,3,4,0,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,12.0
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,NA
Dakari Johnson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,NA
Kyle Singler,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,NA
TJ Warren,3,0.0,1,2,2,4,0,42.1,19,3,75.0,4,8,1,19,41:39,-13,1,1,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,22.5
Dragan Bender,0,0.0,0,1,2,6,0,0.0,1,1,0.0,0,0,5,0,36:33,3,4,1,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,14.0
Alex Len,1,0.0,0,1,3,8,0,60.0,5,3,50.0,2,3,5,7,22:28,-1,1,6,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,32.5
Devin Booker,1,60.0,10,5,2,6,6,57.1,28,1,100,1,16,5,39,38:31,1,8,1,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,66.0
Elfrid Payton,6,0.0,1,1,5,10,0,37.5,16,2,100,6,6,8,18,38:49,-7,8,2,2,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,45.0
Marquese Chriss,0,50.0,2,0,2,4,1,50.0,4,1,0.0,0,2,3,5,13:14,3,0,1,1,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,17.0
Josh Jackson,2,20.0,5,1,5,5,1,53.3,15,2,40.0,5,8,3,19,25:32,-15,4,0,2,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,35.0
Troy Daniels,0,25.0,4,1,1,0,1,20.0,5,0,0.0,0,1,0,3,14:24,-7,0,0,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,4.0
Shaquille Harrison,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0:35,-1,0,0,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,0.0
Jared Dudley,0,100,2,1,2,1,2,66.7,3,0,0.0,0,2,1,6,8:15,-3,0,0,0,"MAR 2, 2018",932,32,28,37,27,37,30,32,17,116,124,"Mauer""""","Wall""""",Ford,OKLAHOMA,OKC,PHX,10.0
