,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Willie CauleyStein,1,0.0,0,2,3,7,0,80.0,10,1,50.0,2,8,6,17,25:18,-9,3,1,3,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,37.5
Buddy Hield,0,50.0,4,2,4,0,2,44.4,9,0,0.0,0,4,0,10,17:33,-4,0,0,1,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,15.0
George Hill,1,0.0,2,0,0,2,0,27.3,11,0,50.0,2,3,2,7,27:10,-10,5,1,3,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,27.5
Bogdan Bogdanovic,0,33.3,3,3,2,3,1,40.0,10,1,0.0,1,4,2,9,28:52,-23,3,0,1,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,18.5
Malachi Richardson,2,50.0,4,1,2,5,2,42.9,7,0,100,2,3,5,10,30:40,-21,2,0,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,19.0
Frank Mason,0,33.3,3,1,0,2,1,36.4,11,0,0.0,0,4,2,9,22:12,-19,4,0,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,18.0
Justin Jackson,0,25.0,4,0,3,4,1,57.1,7,0,0.0,0,4,4,9,22:17,-15,2,2,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,24.0
Kosta Koufos,0,0.0,0,0,2,2,0,33.3,6,2,0.0,0,2,0,4,15:14,-12,1,0,1,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,10.5
Georgios Papagiannis,0,0.0,0,0,1,4,0,20.0,5,3,0.0,0,1,1,2,7:55,-1,0,1,1,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,12.0
Vince Carter,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,NA
Skal Labissiere,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,NA
CJ Williams,0,0.0,1,1,3,1,0,50.0,4,1,0.0,0,2,0,4,22:02,2,2,2,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,13.0
Jamil Wilson,0,71.4,7,1,1,1,5,66.7,9,0,0.0,0,6,1,17,18:54,0,0,2,2,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,39.0
DeAndre Jordan,3,0.0,0,2,3,15,0,83.3,6,2,50.0,6,5,13,13,26:16,10,1,1,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,27.5
Austin Rivers,1,20.0,5,1,2,2,1,33.3,9,0,50.0,2,3,2,8,25:55,11,5,0,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,17.5
Milos Teodosic,0,40.0,5,1,1,4,2,33.3,9,1,0.0,0,3,3,8,20:40,18,10,0,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,30.0
Lou Williams,3,66.7,6,1,1,3,4,63.6,11,0,75.0,4,7,3,21,26:40,22,2,0,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,31.0
Jawun Evans,0,25.0,4,1,0,2,1,33.3,9,0,0.0,0,3,2,7,26:38,12,4,0,1,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,19.0
Montrezl Harrell,8,0.0,0,2,1,8,0,58.3,12,2,88.9,9,7,6,22,21:44,17,3,1,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,27.5
Sindarius Thornwell,2,0.0,2,2,0,5,0,50.0,6,1,100,2,3,4,8,22:05,16,4,0,4,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,27.0
Sam Dekker,4,0.0,1,1,1,6,0,75.0,4,1,100,4,3,5,10,23:45,20,0,1,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,14.0
Willie Reed,0,0.0,0,0,0,2,0,100,2,1,0.0,0,2,1,4,5:21,7,0,1,0,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,9.0
Blake Griffin,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,NA
Wesley Johnson,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 26, 2017",505,30,23,20,22,30,41,24,27,122,95,"Garretson""""","Kennedy""""",Cutler,LA,SAC,LAC,NA
Jayson Tatum,6,0.0,3,2,3,5,0,50.0,12,0,100,6,6,5,18,35:13,10,0,2,2,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,27.0
Al Horford,0,66.7,6,3,2,11,4,72.7,11,2,0.0,0,8,9,20,36:00,15,1,1,1,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,43.5
Aron Baynes,1,0.0,1,2,4,9,0,37.5,8,1,100,1,3,8,7,25:39,-2,1,1,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,17.5
Marcus Smart,0,25.0,4,0,1,5,1,22.2,9,1,0.0,0,2,4,5,34:44,4,2,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,15.0
Kyrie Irving,2,42.9,7,1,2,2,3,42.1,19,1,100,2,8,1,21,31:20,4,8,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,38.0
Guerschon Yabusele,0,50.0,2,1,2,3,1,50.0,2,0,0.0,0,1,3,3,9:39,-3,1,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,8.5
Terry Rozier,2,42.9,7,2,1,4,3,50.0,10,0,100,2,5,4,15,26:16,7,4,2,1,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,36.0
Daniel Theis,2,0.0,0,2,4,1,0,0.0,1,0,100,2,0,1,2,16:57,6,1,1,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,3.5
Shane Larkin,0,75.0,4,2,1,3,3,66.7,6,1,0.0,0,4,2,11,24:12,14,2,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,21.0
Kadeem Allen,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,NA
Jabari Bird,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,NA
Abdel Nader,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,NA
Michael KiddGilchrist,3,0.0,0,1,1,4,0,55.6,9,3,60.0,5,5,1,13,25:18,-4,2,1,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,19.0
Marvin Williams,2,25.0,4,0,0,9,1,50.0,10,4,100,2,5,5,13,33:53,-2,0,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,22.0
Dwight Howard,6,0.0,0,3,4,17,0,30.0,10,5,60.0,10,3,12,12,35:53,-3,3,2,1,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,33.5
Nicolas Batum,0,33.3,3,2,2,3,1,33.3,9,0,0.0,0,3,3,7,34:14,-5,3,0,4,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,26.5
Kemba Walker,2,40.0,10,4,0,1,4,40.9,22,0,100,2,9,1,24,36:01,-4,5,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,34.5
Frank Kaminsky,5,0.0,4,0,1,5,0,22.2,9,3,83.3,6,2,2,9,18:05,-10,0,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,9.0
Treveon Graham,1,0.0,1,0,1,4,0,0.0,5,1,50.0,2,0,3,1,14:09,-6,0,0,1,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,7.0
Michael CarterWilliams,0,0.0,0,1,0,2,0,0.0,5,2,0.0,0,0,0,0,11:59,-7,2,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,4.0
Jeremy Lamb,1,100,1,0,2,6,1,60.0,5,0,50.0,2,3,6,8,22:19,-7,0,0,1,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,18.0
Johnny OBryant,0,0.0,0,0,0,1,0,66.7,3,1,0.0,0,2,0,4,8:09,-7,0,0,0,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,5.0
Dwayne Bacon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,NA
Malik Monk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",506,28,32,16,26,16,28,31,16,91,102,"Kogut""""","Fitzgerald""""",Orr,BOSTON,BOS,CHA,NA
Harrison Barnes,2,20.0,5,2,1,2,1,41.7,12,0,50.0,4,5,2,13,30:40,-1,2,0,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,16.0
Maxi Kleber,0,33.3,3,1,0,5,1,28.6,7,2,0.0,0,2,3,5,17:53,-10,2,0,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,14.0
Dirk Nowitzki,0,33.3,3,0,1,7,1,70.0,10,0,0.0,0,7,7,15,26:22,6,3,1,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,34.5
Wesley Matthews,1,25.0,4,1,1,4,1,55.6,9,0,100,1,5,4,12,32:07,-1,3,0,2,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,26.5
Dennis Smith,0,33.3,3,2,3,4,1,44.4,9,0,0.0,0,4,4,9,29:02,2,1,0,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,17.5
Yogi Ferrell,1,50.0,4,1,1,3,2,62.5,8,0,50.0,2,5,3,13,30:36,1,4,1,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,27.0
Devin Harris,1,33.3,3,0,2,3,1,50.0,8,0,100,1,4,3,10,22:20,3,2,1,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,20.0
Dwight Powell,4,0.0,1,0,2,3,0,66.7,6,0,80.0,5,4,3,12,22:43,13,0,0,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,14.0
JJ Barea,0,0.0,3,2,0,0,0,33.3,6,0,0.0,0,2,0,4,20:53,6,7,0,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,15.5
Salah Mejri,1,0.0,0,0,1,4,0,66.7,3,2,50.0,2,2,2,5,7:24,1,2,0,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,14.0
Kyle Collinsworth,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,NA
Bojan Bogdanovic,1,40.0,5,2,3,4,2,38.5,13,0,50.0,2,5,4,13,34:47,3,2,0,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,21.0
Thaddeus Young,0,33.3,3,2,2,1,1,45.5,11,0,0.0,0,5,1,11,35:08,7,3,0,2,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,22.5
Myles Turner,3,33.3,3,2,1,6,1,50.0,12,1,75.0,4,6,5,16,34:32,2,0,2,2,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,31.0
Lance Stephenson,0,40.0,5,4,4,15,2,58.3,12,2,0.0,0,7,13,16,36:02,-1,5,0,2,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,44.5
Darren Collison,4,40.0,5,1,1,3,2,38.5,13,1,100,4,5,2,16,34:54,2,7,0,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,31.5
Cory Joseph,0,0.0,2,2,2,1,0,55.6,9,0,0.0,0,5,1,10,30:07,-14,6,1,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,21.0
Domantas Sabonis,0,0.0,0,1,2,8,0,42.9,7,2,0.0,0,3,6,6,19:02,-5,4,1,1,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,25.0
Joe Young,0,100,2,0,0,0,2,100,2,0,0.0,0,2,0,6,13:06,-6,0,0,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,10.0
Alex Poythress,0,0.0,0,1,2,1,0,0.0,0,1,0.0,0,0,0,0,2:23,-8,0,0,0,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,0.0
Ike Anigbogu,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,NA
Al Jefferson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,NA
TJ Leaf,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,NA
Damien Wilkins,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",507,22,31,18,27,29,25,20,20,94,98,"Wall""""","Malloy""""",Ransom,DALLAS,DAL,IND,NA
Otto Porter,2,25.0,4,0,4,7,1,46.2,13,2,100,2,6,5,15,30:38,-10,1,1,2,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,32.5
Markieff Morris,4,66.7,3,4,4,8,2,60.0,10,1,66.7,6,6,7,18,31:16,-10,0,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,22.0
Marcin Gortat,0,0.0,0,1,2,4,0,16.7,6,0,0.0,0,1,4,2,20:42,-1,0,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,5.0
Bradley Beal,4,33.3,6,0,4,6,2,36.8,19,3,100,4,7,3,20,34:39,-13,3,2,3,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,45.5
John Wall,4,0.0,2,2,3,1,0,33.3,9,0,57.1,7,3,1,10,33:32,-16,11,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,21.5
Kelly Oubre,0,60.0,5,0,2,2,3,57.1,7,0,0.0,0,4,2,11,22:46,-14,1,1,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,23.5
Ian Mahinmi,1,0.0,0,3,3,6,0,0.0,1,2,50.0,2,0,4,1,17:27,-5,2,0,1,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,9.0
Mike Scott,0,0.0,3,0,0,1,0,42.9,7,0,0.0,0,3,1,6,18:25,-4,1,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,8.5
Jodie Meeks,5,100,1,2,1,2,1,66.7,6,0,100,5,4,2,14,16:13,-3,1,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,12.5
Tomas Satoransky,0,0.0,0,1,1,3,0,50.0,2,1,0.0,0,1,2,2,12:26,2,4,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,10.0
Chris McCullough,0,0.0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,1:56,4,0,1,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,3.0
Tim Frazier,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,NA
Jason Smith,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,NA
Taurean Prince,2,14.3,7,1,2,9,1,28.6,14,6,100,2,4,3,11,31:40,-3,0,2,1,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,28.0
Ersan Ilyasova,3,42.9,7,2,1,9,3,50.0,14,4,60.0,5,7,5,20,29:18,6,0,0,1,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,33.0
Miles Plumlee,3,0.0,0,1,3,5,0,80.0,5,1,50.0,6,4,4,11,23:19,-9,3,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,16.5
Kent Bazemore,0,50.0,6,2,3,6,3,40.0,10,0,0.0,0,4,6,11,25:55,-7,7,1,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,34.5
Dennis Schroder,6,20.0,5,2,2,4,1,46.7,15,0,85.7,7,7,4,21,32:08,10,7,0,1,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,32.5
Marco Belinelli,3,66.7,3,0,0,3,2,63.6,11,1,100,3,7,2,19,20:42,22,1,1,1,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,30.5
John Collins,0,0.0,0,2,3,8,0,57.1,7,1,0.0,2,4,7,8,23:38,18,2,3,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,26.0
Tyler Cavanaugh,0,0.0,3,0,2,7,0,0.0,4,3,0.0,0,0,4,0,18:42,8,2,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,10.0
Isaiah Taylor,1,0.0,1,0,2,1,0,33.3,6,0,50.0,2,2,1,5,15:52,4,4,0,0,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,11.0
Malcolm Delaney,2,20.0,5,1,3,1,1,25.0,8,0,100,2,2,1,7,18:46,21,2,0,3,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,19.0
Luke Babbitt,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,NA
DeAndre Bembry,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,NA
Tyler Dorsey,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",508,29,28,19,23,29,26,23,35,113,99,"DeRosa""""","Wright""""",Ford,ATLANTA,WAS,ATL,NA
Doug McDermott,1,0.0,3,2,1,6,0,16.7,6,1,50.0,2,1,5,3,36:43,-7,1,0,0,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,7.5
Kristaps Porzingis,4,16.7,6,0,2,6,1,40.9,22,1,100,4,9,5,23,38:58,0,1,3,1,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,40.5
Enes Kanter,0,0.0,1,1,1,11,0,28.6,7,1,0.0,0,2,10,4,21:51,-5,1,0,0,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,15.5
Courtney Lee,0,37.5,8,2,3,3,3,38.9,18,0,0.0,0,7,3,17,34:52,-10,4,0,1,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,33.0
Jarrett Jack,1,0.0,0,3,0,4,0,62.5,8,0,50.0,2,5,4,11,19:40,-4,8,0,0,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,23.0
Frank Ntilikina,0,0.0,3,1,6,5,0,30.0,10,0,0.0,1,3,5,6,28:12,1,4,1,1,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,22.0
Kyle OQuinn,1,0.0,0,0,2,8,0,80.0,5,2,50.0,2,4,6,9,16:49,9,1,0,0,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,17.5
Lance Thomas,2,0.0,1,1,2,3,0,50.0,6,2,100,2,3,1,8,28:10,-4,0,1,1,"DEC 27, 2017",509,28,24,21,14,17,32,22,21,92,87,"Boland""""","Brown""""",Smith,CHICAGO,NYK,CHI,14.0
