,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Ian Clark,0,60.0,5,0,0,2,3,66.7,6,0,0.0,0,4,2,11,14:14,-16,1,0,0,"DEC 27, 2017",511,23,23,29,38,31,38,22,37,128,113,"Kirkland""""","Lewis""""",Sterling,NEW,BKN,NOP,20.5
Cheick Diallo,0,0.0,0,0,2,2,0,25.0,4,0,0.0,0,1,2,2,10:50,-24,1,0,0,"DEC 27, 2017",511,23,23,29,38,31,38,22,37,128,113,"Kirkland""""","Lewis""""",Sterling,NEW,BKN,NOP,5.5
Omer Asik,0,0.0,0,0,1,0,0,0.0,0,0,0.0,2,0,0,0,3:15,-17,0,0,0,"DEC 27, 2017",511,23,23,29,38,31,38,22,37,128,113,"Kirkland""""","Lewis""""",Sterling,NEW,BKN,NOP,0.0
Tony Allen,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",511,23,23,29,38,31,38,22,37,128,113,"Kirkland""""","Lewis""""",Sterling,NEW,BKN,NOP,NA
OG Anunoby,0,33.3,6,1,2,0,2,33.3,6,0,0.0,0,2,0,6,19:56,-19,0,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,9.0
Serge Ibaka,0,50.0,2,1,4,2,1,42.9,7,0,0.0,0,3,2,7,26:31,-24,2,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,13.0
Jonas Valanciunas,2,0.0,1,1,3,2,0,77.8,9,1,100,2,7,1,16,20:22,-28,0,1,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,18.0
DeMar DeRozan,7,0.0,3,2,3,6,0,25.0,16,0,100,7,4,6,15,35:48,-18,2,0,1,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,18.0
Kyle Lowry,5,28.6,7,3,3,4,2,30.0,10,2,100,5,3,2,13,30:07,-27,10,0,3,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,37.0
Jakob Poeltl,1,0.0,0,0,2,6,0,75.0,8,1,33.3,3,6,5,13,21:09,13,0,1,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,21.0
CJ Miles,2,50.0,12,1,3,1,6,50.0,12,0,100,2,6,1,20,22:06,9,0,0,1,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,33.0
Fred VanVleet,0,0.0,0,0,3,5,0,50.0,2,2,0.0,0,1,3,2,18:09,3,4,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,13.0
Pascal Siakam,3,0.0,1,1,3,4,0,33.3,3,0,100,3,1,4,5,16:00,11,1,1,2,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,15.5
Delon Wright,2,0.0,1,1,2,4,0,40.0,5,1,100,2,2,3,6,16:00,-4,2,1,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,13.0
Norman Powell,0,0.0,4,0,1,0,0,16.7,6,0,0.0,0,1,0,2,9:55,-4,2,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,5.0
Lucas Nogueira,2,0.0,1,0,0,0,0,0.0,1,0,100,2,0,0,2,3:57,3,1,0,2,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,7.5
Paul George,4,70.0,10,2,4,8,7,64.7,17,1,80.0,5,11,7,33,36:54,11,2,0,1,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,55.0
Carmelo Anthony,2,0.0,4,0,2,4,0,53.3,15,0,100,2,8,4,18,31:11,24,4,0,1,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,29.0
Steven Adams,2,0.0,0,1,5,9,0,88.9,9,6,66.7,3,8,3,18,23:19,23,2,0,4,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,39.0
Andre Roberson,2,0.0,0,0,5,10,0,66.7,3,4,33.3,6,2,6,6,34:57,26,2,1,1,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,23.0
Russell Westbrook,8,0.0,1,7,1,8,0,50.0,22,2,80.0,10,11,6,30,35:29,26,13,0,2,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,48.5
Josh Huestis,1,50.0,2,0,2,4,1,66.7,3,1,50.0,2,2,3,6,12:11,9,0,2,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,17.0
Raymond Felton,0,20.0,5,0,0,1,1,27.3,11,0,0.0,0,3,1,7,17:40,-2,1,1,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,14.5
Jerami Grant,4,0.0,1,2,4,5,0,25.0,4,0,80.0,5,1,5,6,24:34,-7,1,2,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,12.5
Patrick Patterson,0,0.0,2,0,1,2,0,0.0,3,1,0.0,0,0,1,0,16:40,-6,0,1,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,5.0
Alex Abrines,0,0.0,0,0,2,0,0,0.0,0,0,0.0,0,0,0,0,6:33,-19,0,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,0.0
Dakari Johnson,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0,0:16,0,0,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,1.0
Terrance Ferguson,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0:16,0,0,0,0,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,0.0
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",512,38,25,25,19,32,34,36,22,124,107,"Guthrie""""","Goble""""",Acosta,OKLAHOMA,TOR,OKC,NA
LeBron James,4,0.0,2,4,2,10,0,35.3,17,2,80.0,5,6,8,16,37:42,-11,14,0,5,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,54.0
Jae Crowder,4,0.0,1,0,1,5,0,33.3,6,2,100,4,2,3,8,29:17,2,1,1,2,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,19.5
Kevin Love,6,37.5,8,1,4,5,3,58.3,12,0,100,6,7,5,23,29:40,2,0,2,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,33.0
JR Smith,0,71.4,7,0,2,6,5,55.6,9,0,0.0,2,5,6,15,29:30,5,0,0,1,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,34.0
Jose Calderon,1,0.0,1,1,1,0,0,0.0,2,0,50.0,2,0,0,1,22:43,13,1,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,0.5
Tristan Thompson,0,0.0,0,0,2,2,0,50.0,2,1,0.0,0,1,1,2,13:23,-9,0,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,4.0
Dwyane Wade,3,0.0,0,1,1,2,0,33.3,3,0,75.0,4,1,2,5,18:34,-20,1,1,1,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,10.5
Kyle Korver,0,37.5,8,1,0,1,3,33.3,9,0,0.0,0,3,1,9,20:35,-27,1,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,16.5
Jeff Green,0,0.0,2,2,2,2,0,44.4,9,1,0.0,0,4,1,8,26:07,-15,1,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,9.5
Channing Frye,0,50.0,2,1,0,2,1,50.0,4,1,0.0,0,2,1,5,10:09,-13,0,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,8.0
Cedi Osman,1,0.0,0,0,0,2,0,100,1,0,50.0,2,1,2,3,2:20,3,0,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,4.0
Isaiah Thomas,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,NA
Ante Zizic,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,NA
Garrett Temple,1,28.6,7,1,4,3,2,30.0,10,0,50.0,2,3,3,9,28:13,-13,0,2,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,20.0
Malachi Richardson,2,0.0,3,1,1,2,0,20.0,5,0,100,2,1,2,4,15:37,-10,1,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,4.5
Zach Randolph,6,0.0,1,0,1,7,0,30.8,13,4,85.7,7,4,3,14,19:45,-5,2,0,1,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,21.0
George Hill,4,0.0,2,2,4,5,0,60.0,5,1,100,4,3,4,10,37:38,7,1,1,1,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,16.5
Frank Mason,0,0.0,1,2,0,2,0,66.7,3,0,0.0,0,2,2,4,10:02,-13,1,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,5.5
Bogdan Bogdanovic,1,50.0,6,4,1,3,3,66.7,9,0,100,1,6,3,16,30:31,20,8,1,4,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,47.0
Willie CauleyStein,1,0.0,0,0,4,9,0,57.1,14,1,50.0,2,8,8,17,35:50,28,4,1,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,34.0
Vince Carter,0,80.0,5,1,1,5,4,83.3,12,0,0.0,0,10,5,24,29:40,21,3,1,1,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,46.5
Buddy Hield,0,50.0,4,0,1,2,2,42.9,7,1,0.0,0,3,1,8,24:07,25,4,0,1,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,23.0
Justin Jackson,0,100,1,0,2,2,1,100,1,0,0.0,0,1,2,3,8:37,10,1,0,0,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,8.5
Kosta Koufos,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,NA
Skal Labissiere,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,NA
Georgios Papagiannis,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",513,27,28,25,15,28,34,23,24,109,95,"Davis""""","Williams""""",Van,SACRAMENTO,CLE,SAC,NA
Joe Ingles,0,50.0,2,4,2,4,1,25.0,4,0,0.0,0,1,4,3,24:03,-23,7,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,15.5
Thabo Sefolosha,2,50.0,2,2,3,8,1,33.3,12,3,100,2,4,5,11,32:49,-13,1,1,2,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,27.5
Derrick Favors,3,0.0,0,0,4,10,0,63.6,11,5,75.0,4,7,5,17,25:30,-6,1,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,25.5
Donovan Mitchell,4,16.7,6,3,4,7,1,35.3,17,0,80.0,5,6,7,17,34:45,-11,3,1,2,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,32.5
Ricky Rubio,0,0.0,2,1,1,2,0,38.5,13,0,0.0,0,5,2,10,25:31,-9,2,0,2,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,20.0
Rodney Hood,6,40.0,5,1,1,5,2,45.0,20,2,75.0,8,9,3,26,29:16,-22,0,0,3,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,37.0
Alec Burks,3,33.3,3,1,3,2,1,37.5,8,0,75.0,4,3,2,10,20:04,-17,3,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,14.5
Ekpe Udoh,0,0.0,0,0,1,1,0,0.0,0,0,0.0,0,0,1,0,22:30,-19,1,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,5.5
Joe Johnson,0,0.0,1,1,1,1,0,25.0,4,0,0.0,0,1,1,2,15:11,-12,1,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,3.5
Royce ONeale,3,0.0,2,0,2,3,0,33.3,3,0,75.0,4,1,3,5,10:21,7,2,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,8.0
Rudy Gobert,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,NA
Jonas Jerebko,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,NA
Naz MitrouLong,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,NA
Kevin Durant,5,66.7,3,2,3,6,2,70.0,10,0,100,5,7,6,21,29:03,22,4,3,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,39.0
Draymond Green,0,40.0,5,3,1,8,2,60.0,10,0,0.0,0,6,8,14,24:42,6,8,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,35.0
Zaza Pachulia,1,0.0,0,2,0,1,0,100,2,0,100,1,2,1,5,13:44,5,2,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,9.0
Klay Thompson,2,60.0,5,2,1,0,3,41.7,12,0,100,2,5,0,15,30:16,14,1,1,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,21.5
Shaun Livingston,0,0.0,0,1,0,2,0,57.1,7,0,0.0,0,4,2,8,20:14,7,3,1,2,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,22.5
Jordan Bell,1,0.0,0,1,4,13,0,33.3,6,2,33.3,3,2,11,5,21:53,17,7,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,29.5
Patrick McCaw,3,33.3,3,1,0,4,1,70.0,10,1,75.0,4,7,3,18,20:25,17,0,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,23.0
Andre Iguodala,1,0.0,2,0,1,6,0,14.3,7,1,50.0,2,1,5,3,19:45,22,7,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,21.5
Nick Young,0,75.0,4,0,1,1,3,66.7,9,0,0.0,0,6,1,15,22:02,10,1,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,23.5
David West,0,0.0,0,1,3,4,0,75.0,4,0,0.0,0,3,4,6,12:23,3,2,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,15.0
Omri Casspi,0,0.0,0,2,1,4,0,100,5,0,0.0,0,5,4,10,15:01,7,2,0,1,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,18.0
Kevon Looney,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0,0,0,6:02,-3,0,0,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,-1.0
JaVale McGee,0,0.0,1,0,1,1,0,75.0,4,0,0.0,0,3,1,6,4:29,-2,0,2,0,"DEC 27, 2017",514,24,23,22,32,23,25,42,36,126,101,"Corbin""""","Lane""""",Nansel,GOLDEN,UTA,GSW,13.0
Dillon Brooks,0,50.0,2,0,3,1,1,40.0,5,0,0.0,2,2,1,5,30:06,1,1,0,1,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,12.5
Jarell Martin,4,0.0,0,1,1,8,0,80.0,10,2,100,4,8,6,20,31:53,1,0,2,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,29.0
Marc Gasol,3,0.0,2,4,4,9,0,40.0,10,1,100,3,4,8,11,32:17,1,5,3,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,29.5
Andrew Harrison,7,0.0,4,1,4,1,0,33.3,12,0,77.8,9,4,1,15,28:00,24,2,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,11.0
Tyreke Evans,14,33.3,6,2,2,7,2,47.1,17,0,93.3,15,8,7,32,31:54,22,7,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,37.5
Chandler Parsons,0,25.0,4,1,0,1,1,40.0,5,0,0.0,0,2,1,5,18:28,2,2,1,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,13.0
Kobi Simmons,0,0.0,0,0,3,3,0,0.0,1,1,0.0,0,0,2,0,16:57,-10,1,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,4.5
Mario Chalmers,0,33.3,3,0,2,1,1,50.0,4,0,0.0,0,2,1,5,21:31,5,1,1,1,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,15.5
Deyonta Davis,4,0.0,0,0,0,4,0,83.3,6,1,100,4,5,3,14,15:10,9,0,2,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,20.0
James Ennis,2,0.0,0,1,1,2,0,0.0,1,0,100,2,0,2,2,13:43,-5,1,0,1,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,5.5
Vincent Hunter,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,NA
Ben McLemore,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,NA
Ivan Rabb,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,NA
Brandon Ingram,5,0.0,0,5,3,4,0,45.0,20,1,45.5,11,9,3,23,44:02,-4,4,2,1,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,32.0
Kyle Kuzma,0,9.1,11,1,4,8,1,16.7,24,2,0.0,0,4,6,9,34:23,-7,1,0,2,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,25.5
Andrew Bogut,0,0.0,0,1,4,9,0,100,1,5,0.0,0,1,4,2,12:32,-4,1,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,11.5
Kentavious CaldwellPope,7,25.0,4,0,2,2,1,40.0,10,1,100,7,4,1,16,35:57,-4,2,0,1,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,19.0
Jordan Clarkson,3,55.6,9,2,2,4,5,41.2,17,2,60.0,5,7,2,22,37:53,-1,2,1,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,37.0
Julius Randle,2,0.0,0,1,2,3,0,40.0,5,1,33.3,6,2,2,6,11:01,-9,0,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,6.0
Josh Hart,2,50.0,2,0,4,8,1,60.0,5,4,100,2,3,4,9,29:58,-3,2,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,20.0
Corey Brewer,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0,6:40,-3,0,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,1.0
Tyler Ennis,0,0.0,2,1,3,1,0,0.0,3,1,0.0,0,0,0,0,3:58,-6,1,1,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,4.5
Larry Nance,2,0.0,0,0,1,9,0,71.4,7,5,100,2,5,4,12,19:19,0,1,0,1,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,23.5
Alex Caruso,0,0.0,0,0,1,0,0,0.0,1,0,0.0,0,0,0,0,4:17,-9,0,0,0,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,0.0
Thomas Bryant,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 27, 2017",515,24,30,22,33,18,29,29,23,99,109,"Garretson""""","Stafford""""",Washington,MEMPHIS,MEM,LAL,NA
