Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1QH,2QH,3QH,4QH,1QA,2QA,3QA,4QA,Total_H,Total_A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt,Last_Game_TOV,AverageTOV,Last_Game_REB,AverageREB,Last_Game_3PM,Average3PM,Last_Game_FGM,AverageFGM,Last_Game_PTS,AveragePTS,Last_Game_AST,AverageAST,Last_Game_STL,AverageSTL,Last_Game_BLK,AverageBLK
Kyle Lowry,2,25,8,4,3,2,2,46.2,13,1,67,3,6,1,16,35:15:00,8,8,0,3,11/7/2018,160,29,35,30,20,26,25,27,27,105,114,"Fitzgerald""","Taylor""",Smith,TORONTO,TOR,SAC,37,2019,13,G,Jun-00,205,4,2.6,7,3.8,3,2.2,5,5.6,17,16,11,10,0,0.2,2,2
Kyle Lowry,3,25,4,0,1,2,1,50,6,0,100,3,3,2,10,26:36:00,6,8,0,0,11/10/2018,173,25,28,29,30,25,39,36,28,128,112,"DeRosa""","Fraher""",Taylor,TORONTO,NYK,TOR,23,2019,13,G,Jun-00,205,4,1.8,2,3.8,2,2,6,5,16,14.8,8,10,0,0.2,3,1.4
Trey Lyles,2,0,3,1,4,6,0,37.5,8,0,100,2,3,6,8,20:23,16,3,0,0,11/3/2018,130,25,21,27,15,25,22,21,35,103,88,"DeRosa""","Lewis""",Lane,DENVER,UTA,DEN,16,2019,4,F,10-Jun,234,0,0.6,3,5.4,0,1,3,3.8,10,11,2,2.2,1,0.6,0,0.2
Trey Lyles,2,42.9,7,1,1,3,3,40,10,0,100,2,4,3,13,23:05,9,2,2,0,11/5/2018,144,34,22,25,26,19,35,34,27,115,107,"Foster""","Richardson""",Forte,DENVER,BOS,DEN,28,2019,4,F,10-Jun,234,1,0.6,6,4.8,0,1.6,3,4,8,12,3,2,0,1,0,0.2
Trey Lyles,2,40,5,0,3,9,2,66.7,9,0,67,3,6,9,16,28:06:00,5,1,0,1,11/7/2018,157,29,18,23,17,22,28,20,19,89,87,"Smith""","Kirkland""",Brown,MEMPHIS,DEN,MEM,32,2019,4,F,10-Jun,234,1,0.4,3,6,3,1.4,4,4.4,13,12.6,2,1.8,2,0.6,0,0.4
Trey Lyles,4,0,0,0,0,3,0,42.9,7,0,67,6,3,3,10,21:08,-1,2,1,0,11/9/2018,170,34,21,27,30,24,23,29,34,110,112,"Capers""","Barnaky""",Smith,BROOKLYN,BKN,DEN,15,2019,4,F,10-Jun,234,0,0.4,9,4.8,2,1,6,3.8,16,11.4,1,2,0,0.8,1,0.2
Shelvin Mack,5,66.7,3,2,0,1,2,70,10,1,63,8,7,0,21,27:53:00,6,4,0,4,11/4/2018,135,28,28,25,19,21,31,25,25,102,100,"Wood""","Kogut""",Fitzgerald,PHOENIX,MEM,PHX,37,2019,8,G,3-Jun,203,2,1.8,0,1.8,2,2.4,2,5.6,6,16.4,4,3.6,0,0.2,0,1.8
Shelvin Mack,3,50,4,0,2,1,2,50,10,1,75,4,5,0,15,23:43,-17,3,1,1,11/5/2018,146,31,27,15,28,29,29,34,25,117,101,"Brothers""","Taylor""",Smith,GOLDEN,MEM,GSW,28,2019,8,G,3-Jun,203,2,1.2,1,0.8,2,2,7,5.2,21,15.6,4,3.6,0,0.4,4,2
Shelvin Mack,0,66.7,3,2,2,0,2,50,4,0,0,0,2,0,6,19:13,2,4,0,0,11/7/2018,157,29,18,23,17,22,28,20,19,89,87,"Smith""","Kirkland""",Brown,MEMPHIS,DEN,MEM,14,2019,8,G,3-Jun,203,0,1.2,1,0.6,2,2,5,4.2,15,12.6,3,3.6,1,0.4,1,1.2
Ian Mahinmi,4,0,0,1,1,2,0,100,1,1,67,6,1,1,6,13:43,8,0,1,0,11/10/2018,176,25,33,25,33,35,26,24,25,110,116,"Foster""","Richardson""",Brown,WASHINGTON,WAS,MIA,6,2019,12,C,11-Jun,250,1,1,2,3.8,0,0,1,1.6,6,6.4,0,0,1,0.4,0,0
Boban Marjanovic,4,0,0,1,3,9,0,37.5,8,4,100,4,3,5,10,17:52,2,2,2,0,11/5/2018,147,33,26,25,25,31,32,29,28,120,109,"DeRosa""","Fitzgerald""",Ford,LA,MIN,LAC,23,2019,4,C,3-Jul,290,0,0.8,0,6.6,0,0,0,2.4,0,6.8,0,1.4,0,1.2,1,0.2
Boban Marjanovic,0,0,0,0,2,4,0,40,5,1,0,0,2,3,4,12:15,-5,1,2,0,11/8/2018,164,28,29,24,24,37,24,23,32,116,105,"Wright""","Scott""",Sterling,PORTLAND,LAC,POR,16,2019,4,C,3-Jul,290,1,0.4,9,5.2,0,0,3,2,10,5.6,2,1.2,2,1.6,0,0.2
Boban Marjanovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0,0,0,1,11/10/2018,174,24,40,20,35,33,29,27,30,128,126,"Phillips""","Lindsay""",Washington,LA,MIL,LAC,3,2019,4,C,3-Jul,290,0,0.2,4,3.4,0,0,2,1.4,4,3.6,1,0.8,2,1.2,0,0.4
Frank Mason,0,0,5,1,1,2,0,37.5,8,0,0,2,3,2,6,22:11,-17,6,1,1,11/4/2018,132,30,20,32,27,39,33,36,36,144,109,"Malloy""","Maddox""",Twardoski,MILWAUKEE,SAC,MIL,22,2019,2,G,Jun-00,189,3,1.2,3,2,0,0,1,1.6,6,4.8,3,4.6,0,0.6,0,0.6
Frank Mason,0,0,1,1,1,2,0,33.3,3,1,0,0,1,1,2,7:07,-4,3,1,0,11/7/2018,160,29,35,30,20,26,25,27,27,105,114,"Fitzgerald""","Taylor""",Smith,TORONTO,TOR,SAC,11,2019,2,G,Jun-00,189,1,1.4,2,2.2,0,0,3,1.8,6,4.4,6,4.2,1,0.8,1,0.4
Frank Mason,4,0,0,3,2,3,0,50,2,1,100,4,1,2,6,14:50,-2,3,0,0,11/9/2018,172,31,30,20,29,29,34,29,29,121,110,"Davis""","Forte""",Myers,SACRAMENTO,MIN,SAC,7,2019,2,G,Jun-00,189,1,1.8,2,2.4,0,0,1,1.4,2,4.4,3,3.6,1,0.6,0,0.2
Wesley Matthews,3,62.5,8,0,2,2,5,50,14,0,100,3,7,2,22,31:06:00,6,0,1,0,11/6/2018,149,24,25,29,22,35,35,17,32,119,100,"Zarba""","Maddox""",Goldenberg,DALLAS,WAS,DAL,34,2019,10,G,5-Jun,220,0,0.6,6,2.8,0,3,4,5.6,13,17.4,4,1.8,0,0.4,1,0.8
Wesley Matthews,5,0,3,0,2,6,0,40,10,1,83,6,4,5,13,33:37:00,-22,4,0,1,11/7/2018,159,18,27,38,19,30,38,31,18,117,102,"Foster""","Richardson""",Forte,UTAH,DAL,UTA,23,2019,10,G,5-Jun,220,0,0.2,2,3.8,5,2.2,7,4.8,22,15.8,0,2.4,1,0.4,0,0.6
CJ McCollum,2,25,8,3,3,5,2,54.2,24,2,100,2,13,3,30,35:48:00,16,4,0,0,11/3/2018,131,28,28,32,26,29,28,16,37,110,114,"Foster""","Richardson""",Ford,LOS,LAL,POR,40,2019,6,G,3-Jun,190,0,2,7,4.8,2,2.4,8,11.6,23,27.8,2,3.4,0,0,0,1.2
CJ McCollum,1,25,4,2,0,3,1,50,14,1,100,1,7,2,16,28:00:00,19,1,0,2,11/4/2018,137,27,18,19,17,30,31,31,19,111,81,"Mauer""","Taylor""",Acosta,PORTLAND,MIN,POR,26,2019,6,G,3-Jun,190,3,1.8,5,4.4,2,2.2,13,10.4,30,25,4,2.8,0,0,0,1.6
CJ McCollum,1,50,10,2,4,4,5,65.4,26,2,50,2,17,2,40,35:53:00,10,6,0,4,11/6/2018,151,31,20,26,26,33,24,34,27,118,103,"Brothers""","DeRosa""",Barnaky,PORTLAND,MIL,POR,72,2019,6,G,3-Jun,190,2,1.8,3,4.6,1,3,7,12.4,16,29.8,1,3.8,0,0,2,2
CJ McCollum,5,33.3,6,0,0,7,2,40,20,2,100,5,8,5,23,34:57:00,5,2,0,0,11/8/2018,164,28,29,24,24,37,24,23,32,116,105,"Wright""","Scott""",Sterling,PORTLAND,LAC,POR,32,2019,6,G,3-Jun,190,2,1.4,4,5.2,5,2.4,17,10.6,40,26.4,6,3,0,0,4,1.2
Doug McDermott,0,0,1,0,1,2,0,0,2,0,0,0,0,2,0,11:27,4,0,0,1,11/3/2018,126,28,17,27,29,18,27,27,30,102,101,"Phillips""","Workman""",Williams,INDIANA,BOS,IND,5,2019,5,F,8-Jun,225,1,0.6,2,2,1,0.4,1,0.4,3,1.4,0,0,0,0,1,0.6
Doug McDermott,1,25,4,2,1,2,1,25,4,1,100,1,1,1,4,12:11,0,0,0,0,11/5/2018,140,29,24,16,29,22,33,20,19,94,98,"Davis""","Buchert""",Nansel,HOUSTON,HOU,IND,5,2019,5,F,8-Jun,225,0,1,2,2,0,0.6,0,0.6,0,2.2,0,0,0,0,1,0.4
Doug McDermott,0,0,1,0,1,2,0,0,2,1,0,1,0,1,0,11:21,1,0,0,0,11/7/2018,156,29,21,28,22,23,27,21,23,94,100,"Guthrie""","Blair""",Lindsay,PHILADELPHIA,PHI,IND,2,2019,5,F,8-Jun,225,2,0.6,2,2,1,0.4,1,0.4,4,1.4,0,0,0,0,0,0.4
Doug McDermott,0,100,1,1,1,2,1,100,1,1,0,0,1,1,3,15:10,-7,0,0,1,11/9/2018,169,24,27,33,26,26,33,21,22,102,110,"Mott""","Kirkland""",Goldenberg,INDIANA,IND,MIA,9,2019,5,F,8-Jun,225,0,0.8,2,2,0,0.6,0,0.6,0,2,0,0,0,0,0,0.6
JaVale McGee,0,0,0,2,3,9,0,75,8,3,0,2,6,6,12,27:04:00,-7,1,6,1,11/3/2018,131,28,28,32,26,29,28,16,37,110,114,"Foster""","Richardson""",Ford,LOS,LAL,POR,42,2019,11,C,Jul-00,270,0,1.8,4,8.6,0,0,8,5.8,16,12.8,0,1,0,3.8,0,0.8
JaVale McGee,6,0,0,2,1,6,0,16.7,6,3,100,6,1,3,8,17:14,-24,2,2,0,11/4/2018,138,42,29,30,20,17,32,31,27,107,121,"Dalen""","Barnaky""",Tiven,TORONTO,TOR,LAL,15,2019,11,C,Jul-00,270,2,1.6,9,6.8,0,0,6,4.4,12,11.2,1,1.2,6,3.2,1,0.4
JaVale McGee,0,0,0,0,1,4,0,80,10,2,0,0,8,2,16,25:04:00,-2,0,0,0,11/7/2018,161,32,35,21,22,30,35,21,28,114,110,"Capers""","Kogut""",Sterling,LOS,MIN,LAL,20,2019,11,C,Jul-00,270,2,1.2,6,5.8,0,0,1,4.8,8,12,2,1,2,2,0,0.2
Rodney McGruder,2,25,8,1,2,4,2,46.7,15,2,100,2,7,2,18,34:19:00,-5,5,0,0,11/3/2018,127,31,37,25,25,41,33,28,21,123,118,"Davis""","Collins""",Nansel,ATLANTA,MIA,ATL,31,2019,3,G,4-Jun,205,2,1.4,2,5,3,2,8,4.8,22,12.6,2,3.6,0,0,1,0.8
Rodney McGruder,0,66.7,3,2,3,5,2,37.5,8,0,0,2,3,5,8,33:21:00,-1,2,0,2,11/5/2018,139,28,25,34,18,27,26,27,25,115,120,"Callahan""","Cutler""",Dagher,MIAMI,MIA,DET,24,2019,3,G,4-Jun,205,1,1.4,4,5,2,2,7,4.8,18,12.6,5,3.6,0,0,0,0.8
Rodney McGruder,0,0,4,0,2,10,0,22.2,9,0,0,0,2,10,4,37:16:00,5,4,0,0,11/7/2018,155,20,22,22,24,27,23,25,20,95,88,"Garretson""","Malloy""",Van,MIAMI,SAS,MIA,20,2019,3,G,4-Jun,205,2,1.4,5,5,2,2,3,4.8,8,12.6,2,3.6,0,0,2,0.8
Rodney McGruder,0,100,3,2,3,4,3,36.4,11,3,0,0,4,1,11,33:53:00,-20,5,0,1,11/9/2018,169,24,27,33,26,26,33,21,22,102,110,"Mott""","Kirkland""",Goldenberg,INDIANA,IND,MIA,30,2019,3,G,4-Jun,205,0,1.4,10,5,0,2,2,4.8,4,12.6,4,3.6,0,0,0,0.8
Rodney McGruder,3,50,6,2,4,2,3,57.1,14,1,60,5,8,1,22,26:45:00,-7,2,0,1,11/10/2018,176,25,33,25,33,35,26,24,25,110,116,"Foster""","Richardson""",Brown,WASHINGTON,WAS,MIA,31,2019,3,G,4-Jun,205,2,1.4,4,5,3,2,4,4.8,11,12.6,5,3.6,0,0,1,0.8
Rodney McGruder,2,25,8,1,2,4,2,46.7,15,2,100,2,7,2,18,34:19:00,-5,5,0,0,11/3/2018,127,31,37,25,25,41,33,28,21,123,118,"Davis""","Collins""",Nansel,ATLANTA,MIA,ATL,31,2019,3,G,4-Jun,205,2,1.4,2,5,3,2,8,4.8,22,12.6,2,3.6,0,0,1,0.8
Rodney McGruder,0,66.7,3,2,3,5,2,37.5,8,0,0,2,3,5,8,33:21:00,-1,2,0,2,11/5/2018,139,28,25,34,18,27,26,27,25,115,120,"Callahan""","Cutler""",Dagher,MIAMI,MIA,DET,24,2019,3,G,4-Jun,205,1,1.4,4,5,2,2,7,4.8,18,12.6,5,3.6,0,0,0,0.8
Rodney McGruder,0,0,4,0,2,10,0,22.2,9,0,0,0,2,10,4,37:16:00,5,4,0,0,11/7/2018,155,20,22,22,24,27,23,25,20,95,88,"Garretson""","Malloy""",Van,MIAMI,SAS,MIA,20,2019,3,G,4-Jun,205,2,1.4,5,5,2,2,3,4.8,8,12.6,2,3.6,0,0,2,0.8
Rodney McGruder,0,100,3,2,3,4,3,36.4,11,3,0,0,4,1,11,33:53:00,-20,5,0,1,11/9/2018,169,24,27,33,26,26,33,21,22,102,110,"Mott""","Kirkland""",Goldenberg,INDIANA,IND,MIA,30,2019,3,G,4-Jun,205,0,1.4,10,5,0,2,2,4.8,4,12.6,4,3.6,0,0,0,0.8
Rodney McGruder,3,50,6,2,4,2,3,57.1,14,1,60,5,8,1,22,26:45:00,-7,2,0,1,11/10/2018,176,25,33,25,33,35,26,24,25,110,116,"Foster""","Richardson""",Brown,WASHINGTON,WAS,MIA,31,2019,3,G,4-Jun,205,2,1.4,4,5,3,2,4,4.8,11,12.6,5,3.6,0,0,1,0.8
Alfonzo McKinnie,0,66.7,3,0,3,2,2,66.7,9,1,0,0,6,1,14,29:03:00,10,3,0,0,11/5/2018,146,31,27,15,28,29,29,34,25,117,101,"Brothers""","Taylor""",Smith,GOLDEN,MEM,GSW,25,2019,2,F,8-Jun,215,0,0.4,5,4.4,1,1.4,2,3.8,7,9.6,2,1.8,0,0,0,0
Alfonzo McKinnie,2,14.3,7,0,1,5,1,20,10,2,100,2,2,3,7,20:23,-4,2,0,0,11/8/2018,165,32,32,41,29,29,22,28,32,111,134,"Wood""","Goble""",Ford,MILWAUKEE,MIL,GSW,15,2019,2,F,8-Jun,215,0,0,2,4.4,2,1.6,6,3.8,14,10,3,2,0,0,0,0
Khris Middleton,3,37.5,8,1,0,3,3,25,12,0,100,3,3,3,12,22:03,11,3,0,1,11/4/2018,132,30,20,32,27,39,33,36,36,144,109,"Malloy""","Maddox""",Twardoski,MILWAUKEE,SAC,MIL,25,2019,7,F-G,8-Jun,234,5,2,3,4,2,2.8,6,5.2,14,15.4,5,4.6,0,0.2,1,1.2
Khris Middleton,2,40,10,1,4,8,4,42.1,19,2,100,2,8,6,22,35:30:00,-10,6,0,0,11/6/2018,151,31,20,26,26,33,24,34,27,118,103,"Brothers""","DeRosa""",Barnaky,PORTLAND,MIL,POR,44,2019,7,F-G,8-Jun,234,1,2,3,5,3,3,3,6.2,12,17.4,3,5.2,0,0.2,1,1
Khris Middleton,3,22.2,9,2,3,3,2,37.5,16,1,75,4,6,2,17,28:55:00,33,6,1,3,11/8/2018,165,32,32,41,29,29,22,28,32,111,134,"Wood""","Goble""",Ford,MILWAUKEE,MIL,GSW,40,2019,7,F-G,8-Jun,234,1,2.2,8,4,4,2.6,8,5.8,22,16.4,6,5.2,0,0.4,0,1.6
Khris Middleton,0,50,4,5,6,3,2,46.2,13,0,0,0,6,3,14,28:33:00,-1,5,0,1,11/10/2018,174,24,40,20,35,33,29,27,30,128,126,"Phillips""","Lindsay""",Washington,LA,MIL,LAC,27,2019,7,F-G,8-Jun,234,2,2.8,3,4,2,2.6,6,5.8,17,15.8,6,5,1,0.2,3,1.2
Darius Miller,0,0,1,0,4,1,0,0,1,0,0,0,0,1,0,14:04,-13,1,0,0,11/3/2018,129,17,22,29,27,24,34,29,22,109,95,"Guthrie""","Blair""",Washington,SAN,NOP,SAS,3,2019,7,F,8-Jun,235,0,0.4,0,0.8,3,1.8,3,2,9,5.8,1,1,0,0,2,0.6
Darius Miller,0,75,4,2,4,1,3,75,4,1,0,0,3,0,9,17:01,1,1,0,0,11/5/2018,143,28,35,23,30,36,26,38,22,122,116,"Lewis""","Taylor""",Goble,OKLAHOMA,NOP,OKC,16,2019,7,F,8-Jun,235,0,0.8,1,0.8,0,2.4,0,2.6,0,7.6,1,1,0,0,0,0.6
Darius Miller,0,75,4,0,1,1,3,66.7,6,0,0,0,4,1,11,19:58,-4,1,0,1,11/7/2018,158,26,24,22,26,29,29,27,22,107,98,"Corbin""","Cutler""",Petraitis,NEW,CHI,NOP,23,2019,7,F,8-Jun,235,2,0.4,1,0.8,3,2.4,3,2.8,9,8,1,1,0,0,0,0.8
Darius Miller,0,60,5,0,4,0,3,60,5,0,0,0,3,0,9,21:48,8,1,0,2,11/10/2018,175,26,27,29,17,33,28,30,28,119,99,"Ayotte""","Williams""",Goldenberg,NEW,PHX,NOP,23,2019,7,F,8-Jun,235,0,0.4,1,0.6,3,2.4,4,2.6,11,7.6,1,1,0,0,1,1
Patty Mills,3,80,5,1,3,8,4,57.1,7,0,60,5,4,8,15,28:37:00,24,7,1,0,11/3/2018,129,17,22,29,27,24,34,29,22,109,95,"Guthrie""","Blair""",Washington,SAN,NOP,SAS,41,2019,10,G,Jun-00,185,2,1.2,4,4.8,4,3.4,8,4.8,20,15,0,3.6,0,0.4,0,0.4
Patty Mills,0,44.4,9,0,2,3,4,42.9,14,0,0,0,6,3,16,32:24:00,-9,3,0,1,11/4/2018,136,36,27,28,26,26,28,20,36,110,117,"Richardson""","Fraher""",Brown,ORLANDO,ORL,SAS,35,2019,10,G,Jun-00,185,1,0.8,8,5.2,4,4,4,5.6,15,16.4,7,4,1,0.4,0,0.4
Patty Mills,0,33.3,12,2,0,4,4,36.4,22,1,0,0,8,3,20,27:45:00,-3,0,0,0,11/7/2018,155,20,22,22,24,27,23,25,20,95,88,"Garretson""","Malloy""",Van,MIAMI,SAS,MIA,30,2019,10,G,Jun-00,185,0,1,3,4.4,4,4,6,6.4,16,17.4,3,2.6,0,0.2,1,0.4
Paul Millsap,0,33.3,3,2,2,5,1,60,10,1,0,1,6,4,13,23:05,-5,2,0,3,11/3/2018,130,25,21,27,15,25,22,21,35,103,88,"DeRosa""","Lewis""",Lane,DENVER,UTA,DEN,30,2019,13,F,8-Jun,246,3,2,11,6.4,0,0.6,4,4,11,9.8,0,1.4,1,0.4,0,1.4
Paul Millsap,3,50,2,1,1,8,1,33.3,9,3,75,4,3,5,10,27:59:00,-1,2,1,0,11/5/2018,144,34,22,25,26,19,35,34,27,115,107,"Foster""","Richardson""",Forte,DENVER,BOS,DEN,22,2019,13,F,8-Jun,246,2,1.8,5,7,1,0.6,6,3.4,13,9.2,2,1.4,0,0.6,3,0.8
Paul Millsap,0,0,1,2,2,3,0,14.3,7,1,0,0,1,2,2,19:41,-5,1,0,1,11/7/2018,157,29,18,23,17,22,28,20,19,89,87,"Smith""","Kirkland""",Brown,MEMPHIS,DEN,MEM,8,2019,13,F,8-Jun,246,1,2,8,6,1,0.4,3,3,10,7.6,2,1.2,1,0.4,0,1
Paul Millsap,3,0,1,3,2,11,0,50,8,4,50,6,4,7,11,26:52:00,-1,0,1,0,11/9/2018,170,34,21,27,30,24,23,29,34,110,112,"Capers""","Barnaky""",Smith,BROOKLYN,BKN,DEN,19,2019,13,F,8-Jun,246,2,2.2,3,7.6,0,0.4,1,3.6,2,9.4,1,1,0,0.6,1,0.8
Nikola Mirotic,2,33.3,6,0,1,16,2,56.3,16,0,100,2,9,16,22,35:46:00,0,1,0,0,11/3/2018,129,17,22,29,27,24,34,29,22,109,95,"Guthrie""","Blair""",Washington,SAN,NOP,SAS,42,2019,5,F,10-Jun,220,4,1.2,15,15.2,1,1.4,4,6.6,9,17.4,1,1.2,1,0.6,0,0.6
Nikola Mirotic,5,20,5,1,3,16,1,41.7,12,2,83,6,5,14,16,31:46:00,0,0,0,2,11/5/2018,143,28,35,23,30,36,26,38,22,122,116,"Lewis""","Taylor""",Goble,OKLAHOMA,NOP,OKC,34,2019,5,F,10-Jun,220,0,1.2,16,15.8,2,1.4,9,6.4,22,17,1,0.6,0,0.2,0,0.8
Nikola Mirotic,0,12.5,8,4,1,15,1,28.6,14,2,0,0,4,13,9,29:30:00,2,1,1,0,11/7/2018,158,26,24,22,26,29,29,27,22,107,98,"Corbin""","Cutler""",Petraitis,NEW,CHI,NOP,27,2019,5,F,10-Jun,220,1,2,16,15.6,1,1.2,5,5.4,16,14.4,0,0.6,0,0.4,2,0.8
Donovan Mitchell,2,0,7,0,2,5,0,31.8,22,0,100,2,7,5,16,32:25:00,-12,2,0,5,11/3/2018,130,25,21,27,15,25,22,21,35,103,88,"DeRosa""","Lewis""",Lane,DENVER,UTA,DEN,37,2019,2,G,3-Jun,211,5,1.4,2,3.6,1,1.4,5,7.6,21,20.4,5,4.2,0,0.2,2,3
Donovan Mitchell,2,37.5,8,1,2,5,3,52.9,17,1,100,2,9,4,23,32:58:00,9,7,0,2,11/7/2018,159,18,27,38,19,30,38,31,18,117,102,"Foster""","Richardson""",Forte,UTAH,DAL,UTA,48,2019,2,G,3-Jun,211,0,1.4,5,4.4,0,1.4,7,7.4,16,19.8,2,4.6,0,0,5,3.2
Donovan Mitchell,10,16.7,6,5,1,2,1,35.7,14,0,77,13,5,2,21,33:50:00,-2,5,0,2,11/9/2018,171,25,26,29,35,27,31,35,30,123,115,"Callahan""","Collins""",Maddox,UTAH,BOS,UTA,24,2019,2,G,3-Jun,211,1,2.4,5,3.8,3,1.6,9,7,23,20.8,7,5.2,0,0,2,2.6
Malik Monk,0,33.3,6,2,3,1,2,50,14,0,0,0,7,1,16,21:05,23,5,0,0,11/3/2018,125,22,30,21,21,30,29,34,33,126,94,"Callahan""","Ayotte""",Goldenberg,CHARLOTTE,CLE,CHA,27,2019,2,G,3-Jun,200,0,2,3,1,2,2.2,4,6,12,15.6,4,4.4,0,0,0,0.4
Malik Monk,2,33.3,3,3,1,0,1,45.5,11,0,50,4,5,0,13,20:46,3,6,0,1,11/6/2018,148,25,29,23,25,23,28,30,32,113,102,"Mott""","Blair""",Petraitis,CHARLOTTE,ATL,CHA,22,2019,2,G,3-Jun,200,2,2,1,1,2,1.6,7,5.6,16,14,5,5.2,0,0,0,0.4
Malik Monk,2,20,10,0,1,3,2,21.1,19,2,67,3,4,1,12,27:28:00,1,4,0,0,11/9/2018,167,33,17,35,34,33,32,31,23,133,132,"Lewis""","Lane""",Ervin,PHILADELPHIA,CHA,PHI,23,2019,2,G,3-Jun,200,3,1.6,0,1.4,1,1.6,5,5,13,13.2,6,5,0,0,1,0.4
Marcus Morris,1,66.7,6,2,3,6,4,69.2,13,2,100,1,9,4,23,32:30:00,-2,1,1,1,11/3/2018,126,28,17,27,29,18,27,27,30,102,101,"Phillips""","Workman""",Williams,INDIANA,BOS,IND,42,2019,8,F,9-Jun,235,2,2.4,5,6.2,2,2.4,5,6.6,16,17,2,1.6,0,0.4,2,0.8
Marcus Morris,0,0,4,4,2,6,0,33.3,9,0,0,0,3,6,6,20:23,-18,1,0,0,11/5/2018,144,34,22,25,26,19,35,34,27,115,107,"Foster""","Richardson""",Forte,DENVER,BOS,DEN,10,2019,8,F,9-Jun,235,2,2.8,6,6.2,4,1.6,9,5.4,23,13.6,1,1.6,1,0.2,1,0.6
Marcus Morris,1,40,5,2,3,8,2,53.8,13,1,50,2,7,7,17,28:05:00,9,3,0,0,11/8/2018,163,13,22,30,35,32,23,25,20,109,116,"Brothers""","Barnaky""",Washington,BOSTON,BOS,PHX,31,2019,8,F,9-Jun,235,4,2.4,6,6.6,0,2,3,6.2,6,15.8,1,2,0,0.2,0,0.6
Marcus Morris,4,50,4,2,1,5,2,45.5,11,0,100,4,5,5,16,27:01:00,9,2,0,2,11/9/2018,171,25,26,29,35,27,31,35,30,123,115,"Callahan""","Collins""",Maddox,UTAH,BOS,UTA,28,2019,8,F,9-Jun,235,2,2.4,8,6,2,2,7,5.8,17,15.6,3,1.8,0,0.2,0,1
Markieff Morris,6,0,5,1,3,6,0,35.7,14,3,100,6,5,3,16,31:06:00,2,5,2,1,11/4/2018,134,17,33,28,17,24,34,23,27,108,95,"Wright""","Scott""",Adair,WASHINGTON,NYK,WAS,32,2019,8,F,10-Jun,245,2,1.8,2,4,0,0.2,2,3.4,4,9.4,0,3.2,0,0.8,0,0.4
Markieff Morris,0,0,4,2,5,1,0,25,8,0,0,0,2,1,4,22:25,-15,3,0,0,11/6/2018,149,24,25,29,22,35,35,17,32,119,100,"Zarba""","Maddox""",Goldenberg,DALLAS,WAS,DAL,8,2019,8,F,10-Jun,245,1,2,6,3,0,0.2,5,2.8,16,7,5,2.8,2,0.4,1,0.2
Markieff Morris,0,50,2,3,3,5,1,37.5,8,1,0,0,3,4,7,26:00:00,-7,3,0,0,11/9/2018,166,25,23,26,34,32,31,26,28,117,108,"Garretson""","Guthrie""",Dagher,ORLANDO,WAS,ORL,16,2019,8,F,10-Jun,245,2,2.2,1,3.8,0,0.4,2,3,4,7.6,3,2.8,0,0.4,0,0.2
Markieff Morris,0,0,1,2,4,2,0,33.3,6,1,0,0,2,1,4,15:07,-10,0,0,0,11/10/2018,176,25,33,25,33,35,26,24,25,110,116,"Foster""","Richardson""",Brown,WASHINGTON,WAS,MIA,4,2019,8,F,10-Jun,245,3,2,5,3.2,1,0.2,3,2.8,7,7,3,2.2,0,0.4,0,0.2
Monte Morris,0,50,2,0,1,2,1,33.3,3,0,0,0,1,2,3,12:03,-1,2,0,0,11/3/2018,130,25,21,27,15,25,22,21,35,103,88,"DeRosa""","Lewis""",Lane,DENVER,UTA,DEN,10,2019,2,G,3-Jun,175,0,0,6,2.6,1,0.6,7,3.2,15,7.4,2,2.6,0,0,1,0.6
Monte Morris,2,0,1,0,0,1,0,60,5,0,67,3,3,1,8,19:30,14,4,0,1,11/5/2018,144,34,22,25,26,19,35,34,27,115,107,"Foster""","Richardson""",Forte,DENVER,BOS,DEN,16,2019,2,G,3-Jun,175,0,0,2,2.4,1,0.4,1,3.6,3,8.4,2,3,0,0,0,0.8
Monte Morris,0,0,3,0,0,2,0,40,10,0,0,0,4,2,8,26:27:00,4,3,0,1,11/7/2018,157,29,18,23,17,22,28,20,19,89,87,"Smith""","Kirkland""",Brown,MEMPHIS,DEN,MEM,18,2019,2,G,3-Jun,175,0,0,1,2.6,0,0.4,3,3.8,8,8.4,4,2.8,0,0,1,0.8
Monte Morris,0,50,2,0,2,6,1,63.6,11,0,0,0,7,6,15,22:07,2,2,0,1,11/9/2018,170,34,21,27,30,24,23,29,34,110,112,"Capers""","Barnaky""",Smith,BROOKLYN,BKN,DEN,29,2019,2,G,3-Jun,175,0,0,2,3.4,0,0.6,4,4.4,8,9.8,3,2.6,0,0,1,0.8
Jamal Murray,4,33.3,3,2,3,5,1,43.8,16,0,100,4,7,5,19,35:13:00,18,4,0,0,11/3/2018,130,25,21,27,15,25,22,21,35,103,88,"DeRosa""","Lewis""",Lane,DENVER,UTA,DEN,26,2019,3,G,4-Jun,207,2,2.8,2,4.2,0,1.8,5,8.8,16,23.4,5,4.8,0,0,1,0.4
