Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1QH,2QH,3QH,4QH,1QA,2QA,3QA,4QA,Total_H,Total_A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt,Last_Game_TOV,AverageTOV,Last_Game_REB,AverageREB,Last_Game_3PM,Average3PM,Last_Game_FGM,AverageFGM,Last_Game_PTS,AveragePTS,Last_Game_AST,AverageAST,Last_Game_STL,AverageSTL,Last_Game_BLK,AverageBLK
Nikola Jokic,4,0,0,3,4,10,0,66.7,3,2,67,6,2,8,8,27:26:00,-4,8,0,0,11/5/2018,144,34,22,25,26,19,35,34,27,115,107,"Foster""","Richardson""",Forte,DENVER,BOS,DEN,23,2019,4,C-F,10-Jun,250,4,4.4,10,11.6,0,0.2,3,4.2,7,12.8,16,7.8,0,0.4,1,1
Nikola Jokic,4,0,1,6,5,7,0,0,1,1,100,4,0,6,4,25:37:00,0,4,0,3,11/7/2018,157,29,18,23,17,22,28,20,19,89,87,"Smith""","Kirkland""",Brown,MEMPHIS,DEN,MEM,16,2019,4,C-F,10-Jun,250,3,5,10,11,0,0.2,2,3.8,8,12,8,7,0,0.4,0,1.6
Nikola Jokic,8,100,1,6,5,21,1,63.6,22,7,80,10,14,14,37,33:12:00,5,3,2,1,11/9/2018,170,34,21,27,30,24,23,29,34,110,112,"Capers""","Barnaky""",Smith,BROOKLYN,BKN,DEN,60,2019,4,C-F,10-Jun,250,6,5,7,13.8,0,0.4,0,6.6,4,18.6,4,6.8,0,0.8,3,1.2
Damian Jones,4,0,0,1,5,2,0,0,0,0,100,4,0,2,4,11:01,-3,1,0,1,11/5/2018,146,31,27,15,28,29,29,34,25,117,101,"Brothers""","Taylor""",Smith,GOLDEN,MEM,GSW,6,2019,3,F-C,Jul-00,245,1,0.6,4,3,0,0,6,2.2,12,6.4,1,0.6,0,0,1,0.6
Damian Jones,0,0,0,1,2,4,0,75,8,1,0,1,6,3,12,23:18,-5,1,0,1,11/8/2018,165,32,32,41,29,29,22,28,32,111,134,"Wood""","Goble""",Ford,MILWAUKEE,MIL,GSW,20,2019,3,F-C,Jul-00,245,1,0.8,2,3.2,0,0,0,2.8,4,7.6,1,0.8,0,0,1,0.8
Derrick Jones,2,0,0,1,0,1,0,0,2,0,100,2,0,1,2,12:09,-3,0,0,0,11/3/2018,127,31,37,25,25,41,33,28,21,123,118,"Davis""","Collins""",Nansel,ATLANTA,MIA,ATL,0,2019,3,F,7-Jun,190,0,1,2,3.2,1,0.2,4,1.2,10,3.6,1,0.2,1,0.4,1,0.2
Derrick Jones,0,0,0,2,2,6,0,50,4,1,0,0,2,5,4,18:30,5,0,1,0,11/5/2018,139,28,25,34,18,27,26,27,25,115,120,"Callahan""","Cutler""",Dagher,MIAMI,MIA,DET,11,2019,3,F,7-Jun,190,1,1.2,1,4.2,0,0.2,0,1.6,2,4,0,0.2,0,0.6,0,0.2
Derrick Jones,0,0,0,1,0,6,0,0,3,3,0,0,0,3,0,8:16,-7,0,0,0,11/7/2018,155,20,22,22,24,27,23,25,20,95,88,"Garretson""","Malloy""",Van,MIAMI,SAS,MIA,5,2019,3,F,7-Jun,190,2,1,6,4.2,0,0.2,2,1.2,4,3.2,0,0.2,1,0.4,0,0.2
Derrick Jones,1,100,1,0,1,2,1,66.7,6,1,50,2,4,1,10,25:30:00,-2,1,1,1,11/9/2018,169,24,27,33,26,26,33,21,22,102,110,"Mott""","Kirkland""",Goldenberg,INDIANA,IND,MIA,21,2019,3,F,7-Jun,190,1,0.8,6,3.4,0,0.4,0,2,0,5.2,0,0.4,0,0.6,0,0.4
Derrick Jones,2,0,0,1,0,1,0,0,2,0,100,2,0,1,2,12:09,-3,0,0,0,11/3/2018,127,31,37,25,25,41,33,28,21,123,118,"Davis""","Collins""",Nansel,ATLANTA,MIA,ATL,0,2019,3,F,7-Jun,190,0,1,2,3.2,1,0.2,4,1.2,10,3.6,1,0.2,1,0.4,1,0.2
Derrick Jones,0,0,0,2,2,6,0,50,4,1,0,0,2,5,4,18:30,5,0,1,0,11/5/2018,139,28,25,34,18,27,26,27,25,115,120,"Callahan""","Cutler""",Dagher,MIAMI,MIA,DET,11,2019,3,F,7-Jun,190,1,1.2,1,4.2,0,0.2,0,1.6,2,4,0,0.2,0,0.6,0,0.2
Derrick Jones,0,0,0,1,0,6,0,0,3,3,0,0,0,3,0,8:16,-7,0,0,0,11/7/2018,155,20,22,22,24,27,23,25,20,95,88,"Garretson""","Malloy""",Van,MIAMI,SAS,MIA,5,2019,3,F,7-Jun,190,2,1,6,4.2,0,0.2,2,1.2,4,3.2,0,0.2,1,0.4,0,0.2
Derrick Jones,1,100,1,0,1,2,1,66.7,6,1,50,2,4,1,10,25:30:00,-2,1,1,1,11/9/2018,169,24,27,33,26,26,33,21,22,102,110,"Mott""","Kirkland""",Goldenberg,INDIANA,IND,MIA,21,2019,3,F,7-Jun,190,1,0.8,6,3.4,0,0.4,0,2,0,5.2,0,0.4,0,0.6,0,0.4
Tyus Jones,0,0,1,1,2,1,0,22.2,9,0,0,0,2,1,4,26:44:00,-20,4,0,1,11/4/2018,137,27,18,19,17,30,31,31,19,111,81,"Mauer""","Taylor""",Acosta,PORTLAND,MIN,POR,13,2019,4,G,2-Jun,195,1,1,3,1.4,0,0,2,1.6,7,3.8,3,3.4,0,0,1,0.8
Tyus Jones,0,0,3,1,0,1,0,40,5,0,0,0,2,1,4,15:23,-5,3,0,1,11/5/2018,147,33,26,25,25,31,32,29,28,120,109,"DeRosa""","Fitzgerald""",Ford,LA,MIN,LAC,12,2019,4,G,2-Jun,195,1,1,1,1.4,0,0,2,1.6,4,3.8,4,3.2,0,0,1,0.8
Tyus Jones,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,12:17,-17,3,0,0,11/7/2018,161,32,35,21,22,30,35,21,28,114,110,"Capers""","Kogut""",Sterling,LOS,MIN,LAL,5,2019,4,G,2-Jun,195,1,1,1,1.4,0,0,2,1.2,4,3,3,3.2,0,0,1,0.6
Tyus Jones,3,0,3,1,1,3,0,25,8,0,75,4,2,3,7,25:36:00,-20,3,0,1,11/9/2018,172,31,30,20,29,29,34,29,29,121,110,"Davis""","Forte""",Myers,SACRAMENTO,MIN,SAC,14,2019,4,G,2-Jun,195,1,1,1,1.8,0,0,0,1.6,0,4.4,3,3.2,0,0,0,0.8
DeAndre Jordan,2,0,0,2,2,12,0,60,5,1,100,2,3,11,8,32:15:00,13,3,1,0,11/6/2018,149,24,25,29,22,35,35,17,32,119,100,"Zarba""","Maddox""",Goldenberg,DALLAS,WAS,DAL,24,2019,11,C,11-Jun,265,4,3,12,11.6,0,0,2,2.8,11,8.2,3,2,2,1,1,0.6
DeAndre Jordan,7,0,0,4,5,12,0,40,5,1,88,8,2,11,11,31:24:00,-15,3,2,1,11/7/2018,159,18,27,38,19,30,38,31,18,117,102,"Foster""","Richardson""",Forte,UTAH,DAL,UTA,26,2019,11,C,11-Jun,265,2,2.6,12,11.6,0,0,3,2.4,8,8.4,3,2.6,1,1.2,0,0.6
Cory Joseph,1,0,2,0,2,1,0,0,5,0,50,2,0,1,1,25:00:00,-4,2,0,0,11/3/2018,126,28,17,27,29,18,27,27,30,102,101,"Phillips""","Workman""",Williams,INDIANA,BOS,IND,4,2019,8,G,3-Jun,193,1,0.6,5,2.4,2,0.6,6,2,14,5,2,2.6,0,0,0,1.2
Cory Joseph,0,0,2,1,1,1,0,0,4,1,0,0,0,0,0,22:19,4,3,0,4,11/5/2018,140,29,24,16,29,22,33,20,19,94,98,"Davis""","Buchert""",Nansel,HOUSTON,HOU,IND,17,2019,8,G,3-Jun,193,0,0.8,1,2.4,0,0.6,0,2,1,4.8,2,2.8,0,0,0,2
Cory Joseph,0,33.3,3,1,3,4,1,66.7,6,0,0,0,4,4,9,31:13:00,12,4,0,2,11/7/2018,156,29,21,28,22,23,27,21,23,94,100,"Guthrie""","Blair""",Lindsay,PHILADELPHIA,PHI,IND,26,2019,8,G,3-Jun,193,1,0.8,1,3,0,0.8,0,2.8,0,6.6,3,3,0,0,4,1.6
Cory Joseph,0,100,2,1,3,5,2,85.7,7,1,0,0,6,4,14,31:50:00,16,2,0,0,11/9/2018,169,24,27,33,26,26,33,21,22,102,110,"Mott""","Kirkland""",Goldenberg,INDIANA,IND,MIA,25,2019,8,G,3-Jun,193,1,0.8,4,3.2,1,1,4,3.2,9,7.6,4,2.6,0,0,2,1.2
Enes Kanter,2,0,1,1,2,12,0,57.1,14,6,100,2,8,6,18,24:16:00,2,0,0,0,11/4/2018,134,17,33,28,17,24,34,23,27,108,95,"Wright""","Scott""",Adair,WASHINGTON,NYK,WAS,27,2019,8,C,11-Jun,245,2,2.6,15,14.8,0,0,5,6.8,15,18.2,2,1.8,0,0.4,0,0.2
Enes Kanter,7,0,1,4,2,24,0,57.1,14,9,88,8,8,15,23,40:57:00,7,7,0,1,11/5/2018,142,24,23,31,24,21,26,25,30,115,116,"Phillips""","Lindsay""",Ervin,CHICAGO,CHI,NYK,50,2019,8,C,11-Jun,245,1,3.2,12,17.2,0,0,8,6.8,18,19.2,0,3.2,0,0.4,0,0.4
Enes Kanter,7,0,0,5,4,11,0,71.4,7,3,70,10,5,8,17,29:58:00,3,0,2,0,11/7/2018,154,26,26,35,25,26,29,18,34,107,112,"Washington""","Lane""",Goble,NEW,NYK,ATL,22,2019,8,C,11-Jun,245,4,3.4,24,14.6,0,0,8,6.2,23,18,7,1.8,0,0.8,1,0.2
Enes Kanter,5,0,0,2,4,15,0,35.7,14,9,100,5,5,6,15,19:35,-21,2,0,0,11/10/2018,173,25,28,29,30,25,39,36,28,128,112,"DeRosa""","Fraher""",Taylor,TORONTO,NYK,TOR,26,2019,8,C,11-Jun,245,5,2.8,11,15.4,0,0,5,6.2,17,17.6,0,2.2,2,0.4,0,0.2
Maxi Kleber,2,0,3,0,2,2,0,0,4,1,100,2,0,1,2,16:26,11,0,0,0,11/6/2018,149,24,25,29,22,35,35,17,32,119,100,"Zarba""","Maddox""",Goldenberg,DALLAS,WAS,DAL,2,2019,2,F,10-Jun,220,0,0.4,3,3,0,0.2,1,1.4,2,3.8,0,0.4,1,0.8,0,0
Maxi Kleber,0,0,2,0,1,3,0,25,4,1,0,0,1,2,2,13:36,1,0,1,0,11/7/2018,159,18,27,38,19,30,38,31,18,117,102,"Foster""","Richardson""",Forte,UTAH,DAL,UTA,8,2019,2,F,10-Jun,220,0,0.2,2,2.6,0,0.2,0,1.2,2,3.4,0,0.2,0,0.4,0,0
Furkan Korkmaz,0,0,1,0,0,0,0,50,2,0,0,0,1,0,2,3:27,-2,0,0,0,11/4/2018,133,21,26,28,22,18,33,41,30,122,97,"Wall""","Zarba""",Petraitis,BROOKLYN,PHI,BKN,2,2019,2,G,7-Jun,185,0,0,0,1.2,0,0,1,1,2,2,0,0,0,0,0,0
Furkan Korkmaz,0,0,1,0,0,0,0,50,2,0,0,0,1,0,2,3:27,-2,0,0,0,11/4/2018,133,21,26,28,22,18,33,41,30,122,97,"Wall""","Zarba""",Petraitis,BROOKLYN,PHI,BKN,2,2019,2,G,7-Jun,185,0,0,0,0.8,0,0,1,1,2,2,0,0,0,0,0,0
Kyle Korver,2,60,5,1,1,1,3,50,6,0,100,2,3,1,11,14:11,-5,4,0,0,11/3/2018,125,22,30,21,21,30,29,34,33,126,94,"Callahan""","Ayotte""",Goldenberg,CHARLOTTE,CLE,CHA,21,2019,16,G-F,7-Jun,212,2,1.8,2,1.4,2,1.6,2,1.8,7,6.2,1,2.2,0,0,0,0.2
Kyle Korver,0,0,0,2,0,0,0,50,2,0,0,0,1,0,2,4:23,-8,0,0,0,11/5/2018,141,21,26,32,21,30,28,12,32,102,100,"Washington""","Collins""",Workman,ORLANDO,CLE,ORL,0,2019,16,G-F,7-Jun,212,1,1.6,1,0.8,3,1.6,3,2,11,6.6,4,1.8,0,0,0,0
Kyle Korver,1,28.6,7,2,3,2,2,25,8,0,100,1,2,2,7,21:11,-1,1,0,0,11/7/2018,152,23,25,23,24,20,20,24,22,86,95,"Tiven""","Orr""",Ervin,OKLAHOMA,OKC,CLE,12,2019,16,G-F,7-Jun,212,2,1.8,0,1,0,1.4,1,1.8,2,5.8,0,1.2,0,0,0,0
Kyle Kuzma,1,33.3,3,1,3,6,1,50,10,0,33,3,5,6,12,28:36:00,-15,0,1,0,11/3/2018,131,28,28,32,26,29,28,16,37,110,114,"Foster""","Richardson""",Ford,LOS,LAL,POR,21,2019,2,F,9-Jun,220,2,2,2,5.4,4,1.4,8,7,21,17.4,1,1.2,0,0.6,1,0.2
Kyle Kuzma,4,0,4,3,3,5,0,62.5,16,0,80,5,10,5,24,31:42:00,-18,2,0,0,11/4/2018,138,42,29,30,20,17,32,31,27,107,121,"Dalen""","Barnaky""",Tiven,TORONTO,TOR,LAL,25,2019,2,F,9-Jun,220,1,2,6,4.8,1,1.2,5,7.6,12,18.6,0,1,1,0.4,0,0.2
Kyle Kuzma,1,57.1,7,2,2,2,4,53.3,15,0,50,2,8,2,21,32:38:00,3,1,0,1,11/7/2018,161,32,35,21,22,30,35,21,28,114,110,"Capers""","Kogut""",Sterling,LOS,MIN,LAL,33,2019,2,F,9-Jun,220,3,2.2,5,4,0,1.8,10,8.2,24,20.4,2,1.2,0,0.2,0,0.4
Jeremy Lamb,3,0,2,2,1,8,0,53.3,15,2,100,3,8,6,19,24:09:00,1,2,0,1,11/3/2018,125,22,30,21,21,30,29,34,33,126,94,"Callahan""","Ayotte""",Goldenberg,CHARLOTTE,CLE,CHA,28,2019,7,G-F,5-Jun,185,1,1.6,3,6.2,3,1.2,6,6.4,17,16.2,1,1.6,1,0.2,2,1.2
Jeremy Lamb,1,50,4,3,1,3,2,45.5,11,1,50,2,5,2,13,22:33,-3,1,0,1,11/6/2018,148,25,29,23,25,23,28,30,32,113,102,"Mott""","Blair""",Petraitis,CHARLOTTE,ATL,CHA,21,2019,7,G-F,5-Jun,185,2,2.2,8,5,0,1.4,8,6.4,19,16.2,2,1.4,0,0.2,1,1.2
Jeremy Lamb,2,75,4,1,1,3,3,50,12,0,100,2,6,3,17,24:23:00,5,1,1,2,11/9/2018,167,33,17,35,34,33,32,31,23,133,132,"Lewis""","Lane""",Ervin,PHILADELPHIA,CHA,PHI,34,2019,7,G-F,5-Jun,185,3,2,3,4,2,2,5,6,13,15.8,1,1.2,0,0.4,1,1.4
Zach LaVine,12,14.3,7,3,3,4,1,25,16,0,92,13,4,4,21,38:06:00,-2,4,0,1,11/3/2018,128,27,27,21,21,28,28,7,25,88,96,"Washington""","Taylor""",Goble,HOUSTON,HOU,CHI,21,2019,5,G,5-Jun,189,1,3.8,5,4.6,2,2,9,7.4,22,25,4,4.2,1,0.8,0,1.2
Zach LaVine,11,40,10,8,1,4,4,52,25,0,79,14,13,4,41,49:01:00,3,4,2,3,11/5/2018,142,24,23,31,24,21,26,25,30,115,116,"Phillips""","Lindsay""",Ervin,CHICAGO,CHI,NYK,55,2019,5,G,5-Jun,189,3,4.6,4,4.2,1,2.4,4,8.6,21,29.2,4,4,0,1,1,1.6
Zach LaVine,2,40,5,1,2,5,2,34.6,26,0,100,2,9,5,22,37:54:00,-15,4,1,0,11/7/2018,158,26,24,22,26,29,29,27,22,107,98,"Corbin""","Cutler""",Petraitis,NEW,CHI,NOP,37,2019,5,G,5-Jun,189,8,4.2,4,4.4,4,2.6,13,9.6,41,29.4,4,4,2,1.2,3,1.4
Jake Layman,0,0,0,0,1,7,0,75,4,3,0,0,3,4,6,18:46,-11,0,0,2,11/3/2018,131,28,28,32,26,29,28,16,37,110,114,"Foster""","Richardson""",Ford,LOS,LAL,POR,19,2019,3,F,9-Jun,210,0,0.2,3,5,0,0.4,0,2.8,0,6,0,0,0,0.2,0,1.2
Jake Layman,0,0,2,1,3,6,0,50,8,3,0,0,4,3,8,24:15:00,8,0,0,1,11/4/2018,137,27,18,19,17,30,31,31,19,111,81,"Mauer""","Taylor""",Acosta,PORTLAND,MIN,POR,16,2019,3,F,9-Jun,210,0,0.4,7,4.8,0,0.4,3,3,6,6.4,0,0,0,0.2,2,1
Jake Layman,0,33.3,6,0,0,2,2,44.4,9,0,0,0,4,2,10,15:21,-3,0,1,1,11/6/2018,151,31,20,26,26,33,24,34,27,118,103,"Brothers""","DeRosa""",Barnaky,PORTLAND,MIL,POR,22,2019,3,F,9-Jun,210,1,0.2,6,4,0,0.8,4,3,8,6.8,0,0,0,0.4,1,1
Jake Layman,0,0,0,0,1,3,0,0,1,0,0,0,0,3,0,13:42,4,0,0,0,11/8/2018,164,28,29,24,24,37,24,23,32,116,105,"Wright""","Scott""",Sterling,PORTLAND,LAC,POR,3,2019,3,F,9-Jun,210,0,0.2,2,4.2,2,0.4,4,2.2,10,4.8,0,0,1,0.2,1,0.8
Alex Len,3,66.7,3,1,2,4,2,60,5,1,75,4,3,3,11,23:57,8,0,3,1,11/3/2018,127,31,37,25,25,41,33,28,21,123,118,"Davis""","Collins""",Nansel,ATLANTA,MIA,ATL,27,2019,6,C,1-Jul,260,2,2,2,3.6,0,1,1,3.2,2,9,1,0.4,0,1.4,0,0.6
Alex Len,0,0,3,4,1,3,0,54.5,11,0,0,0,6,3,12,19:05,-4,1,0,1,11/6/2018,148,25,29,23,25,23,28,30,32,113,102,"Mott""","Blair""",Petraitis,CHARLOTTE,ATL,CHA,16,2019,6,C,1-Jul,260,1,2.6,4,3.4,2,0.6,3,3.8,11,9.2,0,0.6,3,0.8,1,0.6
Alex Len,2,50,2,2,5,5,1,37.5,8,2,50,4,3,3,9,16:03,-6,0,1,0,11/7/2018,154,26,26,35,25,26,29,18,34,107,112,"Washington""","Lane""",Goble,NEW,NYK,ATL,15,2019,6,C,1-Jul,260,4,2.2,3,3.8,0,0.8,6,3.2,12,8.6,1,0.4,0,1,1,0.4
Alex Len,0,0,2,2,1,2,0,20,5,2,0,0,1,0,2,7:57,-16,1,0,0,11/9/2018,168,40,34,29,21,20,31,26,32,109,124,"Smith""","Zarba""",Acosta,DETROIT,DET,ATL,4,2019,6,C,1-Jul,260,2,2.2,5,3.2,1,0.6,3,2.8,9,7.2,0,0.6,1,0.8,0,0.4
Kawhi Leonard,9,40,5,5,0,11,2,41.2,17,2,100,9,7,9,25,31:23:00,0,2,0,0,11/7/2018,160,29,35,30,20,26,25,27,27,105,114,"Fitzgerald""","Taylor""",Smith,TORONTO,TOR,SAC,29,2019,8,F,7-Jun,230,3,3,7,8.4,0,1.4,2,6.6,12,22.4,3,3.2,0,0.2,1,1.4
Kawhi Leonard,8,0,2,3,0,7,0,28.6,7,2,80,10,2,5,12,23:15,8,3,0,1,11/10/2018,173,25,28,29,30,25,39,36,28,128,112,"DeRosa""","Fraher""",Taylor,TORONTO,NYK,TOR,16,2019,8,F,7-Jun,230,5,3.6,11,8.4,2,1,7,5,25,18.6,2,3,0,0.2,0,0.8
Meyers Leonard,0,0,1,2,1,1,0,50,2,0,0,0,1,1,2,3:12,0,0,0,0,11/3/2018,131,28,28,32,26,29,28,16,37,110,114,"Foster""","Richardson""",Ford,LOS,LAL,POR,1,2019,7,C-F,1-Jul,245,0,1.2,5,4.8,1,0.8,2,1.8,7,6.4,1,1,1,0.2,0,0.2
Meyers Leonard,8,25,4,1,2,12,1,42.9,7,4,100,8,3,8,15,21:50,16,2,0,1,11/4/2018,137,27,18,19,17,30,31,31,19,111,81,"Mauer""","Taylor""",Acosta,PORTLAND,MIN,POR,26,2019,7,C-F,1-Jul,245,2,1,1,7,0,1,1,2.2,2,9,0,1.4,0,0.2,0,0.4
Meyers Leonard,0,50,4,1,0,5,2,50,4,1,0,0,2,4,6,15:32,-3,2,0,0,11/6/2018,151,31,20,26,26,33,24,34,27,118,103,"Brothers""","DeRosa""",Barnaky,PORTLAND,MIL,POR,17,2019,7,C-F,1-Jul,245,1,1,12,5.6,1,1.2,3,2,15,7.2,2,1.4,0,0.2,1,0.2
Meyers Leonard,2,50,2,0,3,5,1,50,4,2,100,2,2,3,7,11:55,6,1,1,0,11/8/2018,164,28,29,24,24,37,24,23,32,116,105,"Wright""","Scott""",Sterling,PORTLAND,LAC,POR,17,2019,7,C-F,1-Jul,245,1,0.8,5,5.6,2,1,2,2,6,7.4,2,1.2,0,0.4,0,0.2
Caris LeVert,3,33.3,3,2,1,5,1,40,20,3,75,4,8,2,20,28:31:00,19,2,0,4,11/4/2018,133,21,26,28,22,18,33,41,30,122,97,"Wall""","Zarba""",Petraitis,BROOKLYN,PHI,BKN,37,2019,3,G-F,7-Jun,203,0,1.6,2,4.2,1,2,6,8.4,17,22.4,5,2.4,1,0.6,1,2.6
Caris LeVert,3,50,6,3,2,5,3,62.5,16,1,75,4,10,4,26,32:12:00,9,1,1,1,11/6/2018,150,24,28,24,28,22,20,24,16,82,104,"Goble""","Ford""",Acosta,BROOKLYN,BKN,PHX,39,2019,3,G-F,7-Jun,203,2,2,5,4.4,1,1.8,8,8.4,20,21.8,2,2.2,0,0.6,4,2.2
Caris LeVert,4,25,4,0,2,2,1,46.2,13,0,44,9,6,2,17,31:26:00,0,5,1,1,11/9/2018,170,34,21,27,30,24,23,29,34,110,112,"Capers""","Barnaky""",Smith,BROOKLYN,BKN,DEN,31,2019,3,G-F,7-Jun,203,3,1.6,5,3.8,3,1.8,10,8,26,21.2,1,2.8,1,0.8,1,1.6
Damian Lillard,8,22.2,9,0,1,4,2,43.5,23,1,100,8,10,3,30,35:48:00,16,4,0,3,11/3/2018,131,28,28,32,26,29,28,16,37,110,114,"Foster""","Richardson""",Ford,LOS,LAL,POR,45,2019,7,G,3-Jun,195,2,0.8,4,4.6,3,2.2,11,8.4,25,23.2,4,4,1,0.4,1,1.6
Damian Lillard,5,25,4,0,0,5,1,37.5,16,0,83,6,6,5,18,28:00:00,19,5,0,1,11/4/2018,137,27,18,19,17,30,31,31,19,111,81,"Mauer""","Taylor""",Acosta,PORTLAND,MIN,POR,31,2019,7,G,3-Jun,195,0,0.8,4,4.8,2,2,10,7.6,30,20.8,4,4.2,0,0.4,3,1.2
Damian Lillard,0,42.9,7,2,2,6,3,33.3,15,1,0,0,5,5,13,36:06:00,12,3,1,0,11/6/2018,151,31,20,26,26,33,24,34,27,118,103,"Brothers""","DeRosa""",Barnaky,PORTLAND,MIL,POR,31,2019,7,G,3-Jun,195,0,1.2,5,5,1,2.4,6,7.4,18,19.8,5,3.8,0,0.6,1,1
Damian Lillard,0,42.9,7,2,1,4,3,44,25,1,0,0,11,3,25,34:57:00,5,4,1,1,11/8/2018,164,28,29,24,24,37,24,23,32,116,105,"Wright""","Scott""",Sterling,PORTLAND,LAC,POR,45,2019,7,G,3-Jun,195,2,1.2,6,4.6,3,2.4,5,8.6,13,22.2,3,4,1,0.6,0,1.2
Jeremy Lin,4,0,0,0,1,0,0,33.3,3,0,100,4,1,0,6,16:11,-1,4,0,1,11/3/2018,127,31,37,25,25,41,33,28,21,123,118,"Davis""","Collins""",Nansel,ATLANTA,MIA,ATL,11,2019,9,G,3-Jun,200,0,1.4,3,1,2,0.8,5,3,19,11.8,4,3.8,0,0,3,1.6
Jeremy Lin,4,100,1,3,3,1,1,77.8,9,0,100,4,7,1,19,18:11,4,2,0,2,11/6/2018,148,25,29,23,25,23,28,30,32,113,102,"Mott""","Blair""",Petraitis,CHARLOTTE,ATL,CHA,24,2019,9,G,3-Jun,200,0,2,0,1.2,0,1,1,4.2,6,14.4,4,3.4,0,0,1,1.8
Jeremy Lin,6,100,1,4,2,1,1,33.3,3,0,86,7,1,1,9,21:55,-3,5,0,1,11/7/2018,154,26,26,35,25,26,29,18,34,107,112,"Washington""","Lane""",Goble,NEW,NYK,ATL,13,2019,9,G,3-Jun,200,3,2.2,1,1.2,1,1,7,3,19,12.4,2,4,0,0,2,1.6
Jeremy Lin,7,50,4,0,2,3,2,55.6,9,0,100,7,5,3,19,21:36,4,4,0,3,11/9/2018,168,40,34,29,21,20,31,26,32,109,124,"Smith""","Zarba""",Acosta,DETROIT,DET,ATL,34,2019,9,G,3-Jun,200,4,1.4,1,1.6,1,1.2,1,3.8,9,14.4,5,3.8,0,0,1,2
Kevon Looney,1,0,0,1,4,9,0,80,5,3,50,2,4,6,9,19:42,26,1,0,0,11/5/2018,146,31,27,15,28,29,29,34,25,117,101,"Brothers""","Taylor""",Smith,GOLDEN,MEM,GSW,18,2019,4,F-C,9-Jun,220,1,0.6,5,7,0,0,2,2.4,8,6.2,2,1.4,1,0.6,0,0.2
Kevon Looney,4,0,0,1,3,5,0,66.7,3,0,100,4,2,5,8,21:19,-14,2,1,0,11/8/2018,165,32,32,41,29,29,22,28,32,111,134,"Wood""","Goble""",Ford,MILWAUKEE,MIL,GSW,14,2019,4,F-C,9-Jun,220,1,0.8,9,6.8,0,0,4,2.4,9,7,1,1.2,0,0.8,0,0
Brook Lopez,2,22.2,9,0,3,2,2,22.2,9,0,100,2,2,2,8,19:31,19,0,4,0,11/4/2018,132,30,20,32,27,39,33,36,36,144,109,"Malloy""","Maddox""",Twardoski,MILWAUKEE,SAC,MIL,24,2019,11,C,Jul-00,275,0,0,4,3.2,6,3.2,6,3.8,20,12,2,1,3,2.6,2,0.6
Brook Lopez,0,60,10,0,4,4,6,57.1,14,0,0,0,8,4,22,29:48:00,-12,1,1,0,11/6/2018,151,31,20,26,26,33,24,34,27,118,103,"Brothers""","DeRosa""",Barnaky,PORTLAND,MIL,POR,43,2019,11,C,Jul-00,275,0,0,2,3.6,2,4,2,5,8,14.8,0,1.2,4,2,0,0.6
Brook Lopez,0,0,2,0,0,4,0,20,5,1,0,0,1,3,2,21:30,7,2,1,1,11/8/2018,165,32,32,41,29,29,22,28,32,111,134,"Wood""","Goble""",Ford,MILWAUKEE,MIL,GSW,15,2019,11,C,Jul-00,275,0,0,4,3.6,6,2.8,8,3.6,22,10.8,1,1.4,1,2,0,0.8
Brook Lopez,2,50,12,0,1,4,6,50,12,0,100,2,6,4,20,37:10:00,10,2,3,2,11/10/2018,174,24,40,20,35,33,29,27,30,128,126,"Phillips""","Lindsay""",Washington,LA,MIL,LAC,52,2019,11,C,Jul-00,275,0,0,4,3.6,0,4,1,4.6,2,14.4,2,1.4,1,2.4,1,1
Robin Lopez,0,0,0,1,0,5,0,33.3,3,3,0,0,1,2,2,17:19,1,0,2,0,11/5/2018,142,24,23,31,24,21,26,25,30,115,116,"Phillips""","Lindsay""",Ervin,CHICAGO,CHI,NYK,12,2019,11,C,Jul-00,255,1,0.6,2,3.2,0,0,0,0.4,0,0.8,1,0.6,2,2,0,0
Robin Lopez,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,10:37,7,1,2,0,11/7/2018,158,26,24,22,26,29,29,27,22,107,98,"Corbin""","Cutler""",Petraitis,NEW,CHI,NOP,9,2019,11,C,Jul-00,255,1,0.8,5,3.2,0,0,1,0.4,2,0.8,0,0.6,2,2,0,0
Kyle Lowry,2,42.9,7,1,1,6,3,42.1,19,1,100,2,8,5,21,33:21:00,26,15,1,2,11/4/2018,138,42,29,30,20,17,32,31,27,107,121,"Dalen""","Barnaky""",Tiven,TORONTO,TOR,LAL,62,2019,13,G,Jun-00,205,0,2,2,4.6,1,2.4,3,6,10,17,8,11.4,0,0.4,0,1.8
Kyle Lowry,4,42.9,7,4,3,7,3,55.6,9,2,100,4,5,5,17,28:57:00,29,11,0,2,11/5/2018,145,30,35,29,30,31,23,18,39,111,124,"Capers""","Kogut""",Sterling,TORONTO,TOR,UTA,45,2019,13,G,Jun-00,205,1,2.6,6,4.8,3,2.4,8,5.4,21,16.2,15,10.6,1,0.2,2,1.8
